Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2021-12-19 03:00:54,70.230591,-148.381836,-19882.11,26547.85,-68571.30,999.00
2021-12-19 03:02:04,70.230591,-148.381836,-19971.32,26403.17,-68233.69,999.00
2021-12-19 03:03:14,70.230591,-148.381836,-19869.52,26514.74,-68061.91,999.00
2021-12-19 03:04:24,70.230591,-148.381836,-20036.02,26551.50,-68163.35,999.00
2021-12-19 03:05:34,70.230591,-148.381836,-20020.09,26688.81,-68248.55,999.00
2021-12-19 03:06:44,70.230591,-148.381836,-20142.82,26766.20,-68171.59,999.00
2021-12-19 03:07:54,70.230591,-148.381836,-20145.99,26752.60,-68128.23,999.00
2021-12-19 03:09:04,70.230591,-148.381836,-20047.46,26769.99,-68193.48,999.00
2021-12-19 03:10:14,70.230591,-148.381836,-20166.22,26935.69,-68795.68,999.00
2021-12-19 03:11:24,70.230591,-148.381836,-20053.21,26913.97,-68764.68,999.00
2021-12-19 03:12:34,70.230591,-148.381836,-20135.07,26848.10,-68671.85,999.00
2021-12-19 03:13:44,70.230591,-148.381836,-20155.00,26807.72,-68294.92,999.00
2021-12-19 03:14:54,70.230591,-148.381836,-20175.81,26916.25,-68141.66,999.00
2021-12-19 03:16:04,70.230591,-148.381836,-20070.54,26799.13,-68457.91,999.00
2021-12-19 03:17:14,70.230591,-148.381836,-20156.82,26816.53,-68400.89,999.00
2021-12-19 03:18:24,70.230591,-148.381836,-20226.23,26950.41,-68391.43,999.00
2021-12-19 03:19:34,70.230591,-148.381836,-20143.65,26861.92,-68423.57,999.00
2021-12-19 03:20:44,70.230591,-148.381836,-20186.66,26953.30,-68607.27,999.00
2021-12-19 03:21:54,70.230591,-148.381836,-20273.01,26985.01,-68550.87,999.00
2021-12-19 03:23:04,70.230591,-148.381836,-20223.48,27122.80,-68540.72,999.00
2021-12-19 03:24:14,70.230591,-148.381836,-20048.96,26972.88,-68588.28,999.00
2021-12-19 03:25:24,70.230591,-148.381836,-20224.75,26851.76,-68468.26,999.00
2021-12-19 03:26:34,70.230591,-148.381836,-20003.50,26924.13,-68485.48,999.00
2021-12-19 03:27:44,70.230591,-148.381836,-20082.17,26829.26,-68474.94,999.00
2021-12-19 03:28:54,70.230591,-148.381836,-19985.02,26653.22,-68533.10,999.00
2021-12-19 03:30:04,70.230591,-148.381836,-20010.88,26662.37,-68277.35,999.00
2021-12-19 03:31:14,70.230591,-148.381836,-20078.83,26681.30,-68348.37,999.00
