Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2022-06-23 01:01:34,70.230644,-148.381912,-4183.91,21205.06,-68076.76,999.00
2022-06-23 01:02:44,70.230644,-148.381912,-4247.06,21154.53,-68217.48,999.00
2022-06-23 01:03:54,70.230644,-148.381912,-4284.06,21297.72,-68443.02,999.00
2022-06-23 01:05:04,70.230644,-148.381912,-4357.96,21300.19,-68670.68,999.00
2022-06-23 01:06:14,70.230644,-148.381912,-4424.33,21271.36,-68558.76,999.00
2022-06-23 01:07:24,70.230644,-148.381912,-4393.85,21140.81,-68458.57,999.00
2022-06-23 01:08:34,70.230644,-148.381912,-4372.10,21207.42,-68610.20,999.00
2022-06-23 01:09:44,70.230644,-148.381912,-4400.79,21354.94,-68766.94,999.00
2022-06-23 01:10:54,70.230644,-148.381912,-4452.96,21272.70,-68759.66,999.00
2022-06-23 01:12:04,70.230644,-148.381912,-4472.41,21305.51,-68708.97,999.00
2022-06-23 01:13:14,70.230644,-148.381912,-4461.13,21387.85,-68950.65,999.00
2022-06-23 01:14:24,70.230644,-148.381912,-4535.06,21221.38,-68982.96,999.00
2022-06-23 01:15:34,70.230644,-148.381912,-4516.81,21209.32,-69170.96,999.00
2022-06-23 01:16:44,70.230644,-148.381912,-4549.75,21221.02,-68961.88,999.00
2022-06-23 01:17:54,70.230644,-148.381912,-4462.69,21230.34,-69197.74,999.00
2022-06-23 01:19:04,70.230644,-148.381912,-4441.90,21329.62,-69223.51,999.00
2022-06-23 01:20:14,70.230644,-148.381912,-4470.66,21358.56,-69262.70,999.00
2022-06-23 01:21:24,70.230644,-148.381912,-4305.47,21484.61,-69277.04,999.00
2022-06-23 01:22:34,70.230644,-148.381912,-4151.12,21310.56,-69252.82,999.00
2022-06-23 01:23:44,70.230644,-148.381912,-4171.40,21493.82,-69452.05,999.00
2022-06-23 01:24:54,70.230644,-148.381912,-4195.71,21525.65,-69425.77,999.00
2022-06-23 01:26:04,70.230644,-148.381912,-4150.71,21494.35,-69396.41,999.00
2022-06-23 01:27:14,70.230644,-148.381912,-4217.65,21540.77,-69425.99,999.00
2022-06-23 01:28:24,70.230644,-148.381912,-4146.99,21415.98,-69581.23,999.00
2022-06-23 01:29:34,70.230644,-148.381912,-4180.56,21521.78,-69363.73,999.00
2022-06-23 01:30:44,70.230644,-148.381912,-4059.65,21510.15,-69849.12,999.00
2022-06-23 01:31:54,70.230644,-148.381912,-4136.66,21521.47,-69613.73,999.00
2022-06-23 01:33:04,70.230644,-148.381912,-4201.75,21440.72,-69741.16,999.00
2022-06-23 01:34:14,70.230644,-148.381912,-4025.54,21440.14,-69522.05,999.00
2022-06-23 01:35:24,70.230644,-148.381912,-4155.77,21554.94,-69236.34,999.00
2022-06-23 01:36:34,70.230644,-148.381912,-4166.66,21478.08,-69223.45,999.00
2022-06-23 01:37:44,70.230644,-148.381912,-4142.73,21516.79,-69399.41,999.00
2022-06-23 01:38:54,70.230644,-148.381912,-4102.72,21728.55,-69543.48,999.00
2022-06-23 01:40:04,70.230644,-148.381912,-4226.07,21697.80,-69557.02,999.00
2022-06-23 01:41:14,70.230644,-148.381912,-4307.30,21688.92,-70100.66,999.00
2022-06-23 01:42:24,70.230644,-148.381912,-4259.96,21756.31,-70158.95,999.00
2022-06-23 01:43:34,70.230644,-148.381912,-4290.66,21760.64,-70180.21,999.00
