Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT),TF (nT), Tempature (°F)
12/8/2021 20:46,70.230377,-148.382812,-1395.78,9707.46,-72285.38,72947.64659,999
12/8/2021 20:47,70.230377,-148.382812,-1438.7,9672.72,-72217.85,72876.9458,999
12/8/2021 20:48,70.230377,-148.382812,-1447.82,9792.92,-72238.55,72913.68576,999
12/8/2021 20:50,70.230377,-148.382812,-1593.43,9717.73,-72308.76,72976.22947,999
12/8/2021 20:51,70.230377,-148.382812,-1400.54,9813.57,-72453.88,73128.87525,999
12/8/2021 20:52,70.230377,-148.382812,-1444.35,9727.62,-72439.82,73104.31081,999
12/8/2021 20:53,70.230377,-148.382812,-1183.2,9800.61,-72512.23,73181.11381,999
12/8/2021 20:54,70.230377,-148.382812,-1345.83,9776.52,-72762.25,73428.44562,999
12/8/2021 20:55,70.230377,-148.382812,-1532.93,9733.5,-72494.94,73161.51463,999
12/8/2021 20:57,70.230377,-148.382812,-1553.7,9980.91,-72581.02,73280.53638,999
12/8/2021 20:58,70.230377,-148.382812,-1384.24,9834.77,-72330.16,73008.84102,999
12/8/2021 20:59,70.230377,-148.382812,-1323.84,9826.56,-72432.7,73108.20654,999
12/8/2021 21:00,70.230377,-148.382812,-1212.68,9870.99,-72461.3,73140.59771,999
12/8/2021 21:01,70.230377,-148.382812,-1322.39,9967.57,-72499.3,73193.23512,999
12/8/2021 21:02,70.230377,-148.382812,-1388.22,9931.81,-72597.34,73286.70943,999
12/8/2021 21:04,70.230377,-148.382812,-1304.52,9981.67,-72377.29,73073.98727,999
12/8/2021 21:05,70.230377,-148.382812,-1356.21,9827.4,-72478.34,73154.13088,999
12/8/2021 21:06,70.230377,-148.382812,-1531.91,9900.41,-72698.34,73385.37664,999
12/8/2021 21:07,70.230377,-148.382812,-1321.74,9961.04,-72945.52,73634.35477,999
12/8/2021 21:08,70.230377,-148.382812,-1177,9888.35,-72699.77,73378.61645,999
12/8/2021 21:09,70.230377,-148.382812,-1232.8,9821.63,-72696.21,73367.0441,999
12/8/2021 21:11,70.230377,-148.382812,-1202.64,9972.26,-72494.71,73187.2618,999
12/8/2021 21:12,70.230377,-148.382812,-1002.41,9830.55,-72630.91,73300.02474,999
12/8/2021 21:13,70.230377,-148.382812,-985.81,9967.83,-72860.84,73546.11792,999
12/8/2021 21:14,70.230377,-148.382812,-995.08,9967.25,-72955.71,73640.15127,999
12/8/2021 21:15,70.230377,-148.382812,-1106.62,10020.47,-72544.82,73241.96431,999
12/8/2021 21:16,70.230377,-148.382812,-1007.84,10051.6,-72716.8,73415.14426,999
12/8/2021 21:18,70.230377,-148.382812,-881.75,10107.88,-72841.37,73544.62526,999
12/8/2021 21:19,70.230377,-148.382812,-1070.63,9992.8,-72742.29,73433.25578,999
12/8/2021 21:20,70.230377,-148.382812,-1116.47,10022.03,-72708.41,73404.36278,999
12/8/2021 21:21,70.230377,-148.382812,-1082.99,9974.09,-72831.6,73519.36682,999
12/8/2021 21:22,70.230377,-148.382812,-1115.58,9921.04,-72750.01,73431.84261,999
12/8/2021 21:23,70.230377,-148.382812,-1218.66,10036.17,-72684.38,73384.1191,999
12/8/2021 21:25,70.230377,-148.382812,-930.21,9975.38,-72810.11,73496.16055,999
12/8/2021 21:26,70.230377,-148.382812,-984.93,10014.6,-72976.38,73666.91481,999
12/8/2021 21:27,70.230377,-148.382812,-1126.67,10057.49,-72816.85,73516.77451,999
12/8/2021 21:28,70.230377,-148.382812,-995.31,10010.65,-72749.16,73441.43269,999
12/8/2021 21:29,70.230377,-148.382812,-1163.39,9961.98,-72873.02,73559.98617,999
12/8/2021 21:30,70.230377,-148.382812,-1112.65,10063.67,-72756.29,73457.42426,999
12/8/2021 21:32,70.230377,-148.382812,-961.19,10027.04,-72686.76,73381.4043,999
12/8/2021 21:33,70.230377,-148.382812,-845.14,9984.69,-72722.66,73409.76484,999
12/8/2021 21:34,70.230377,-148.382812,-998.35,9905.3,-72825.34,73502.66537,999
12/8/2021 21:35,70.230377,-148.382812,-958.69,9986.75,-72803.49,73491.51256,999
12/8/2021 21:36,70.230377,-148.382812,-867.43,9946.56,-72754.72,73436.61058,999
12/8/2021 21:37,70.230377,-148.382812,-865.72,9912.16,-72696.45,73374.20684,999
12/8/2021 21:39,70.230377,-148.382812,-970.92,10033.69,-72342.45,73041.41081,999
12/8/2021 21:40,70.230377,-148.382812,-942.64,10029.22,-72397.26,73094.71307,999
12/8/2021 21:41,70.230377,-148.382812,-908.55,10083.67,-72339.34,73044.41098,999
12/8/2021 21:42,70.230377,-148.382812,-1022.41,9958.37,-72406.82,73095.56784,999
12/8/2021 21:43,70.230377,-148.382812,-1080.3,10020.04,-72434.55,73132.29303,999
12/8/2021 21:44,70.230377,-148.382812,-1072.34,9996.7,-72400.91,73095.66124,999
12/8/2021 21:46,70.230377,-148.382812,-1050.34,9982.49,-72631.02,73321.33651,999
12/8/2021 21:47,70.230377,-148.382812,-1062.07,9918.22,-72658.96,73340.46324,999
12/8/2021 21:48,70.230377,-148.382812,-1295.03,9971.43,-72524.49,73218.22293,999
12/8/2021 21:49,70.230377,-148.382812,-1119.24,9950.77,-72445.9,73134.66311,999
12/8/2021 21:50,70.230377,-148.382812,-1229,9924.95,-72685.07,73369.84717,999
12/8/2021 21:51,70.230377,-148.382812,-1316.38,9868.86,-72875.54,73552.50903,999
12/8/2021 21:53,70.230377,-148.382812,-1207.75,9992.22,-72742.47,73435.48231,999
12/8/2021 21:54,70.230377,-148.382812,-1173.22,10057.95,-72747.46,73448.83757,999
12/8/2021 21:55,70.230377,-148.382812,-1102.89,10120.8,-72777.02,73485.65574,999
12/8/2021 21:56,70.230377,-148.382812,-1098.52,10057.57,-72786.18,73485.98138,999
12/8/2021 21:57,70.230377,-148.382812,-926.42,10102.7,-72429.02,73136.07687,999
12/8/2021 21:58,70.230377,-148.382812,-1124.76,10110.18,-72623.76,73332.74399,999
12/8/2021 22:00,70.230377,-148.382812,-1155.14,9996.99,-72758.59,73451.25306,999
12/8/2021 22:01,70.230377,-148.382812,-944.63,10091.03,-72800.95,73503.05799,999
12/8/2021 22:02,70.230377,-148.382812,-1155.12,10050.36,-72745.55,73445.6199,999
12/8/2021 22:03,70.230377,-148.382812,-1065.26,10048.74,-72873.21,73570.4879,999
12/8/2021 22:04,70.230377,-148.382812,-1098.95,10115.74,-72273.84,72986.60038,999
12/8/2021 22:05,70.230377,-148.382812,-1168.01,10124.82,-72774.31,73484.53186,999
12/8/2021 22:07,70.230377,-148.382812,-981.93,10043.16,-72737.86,73434.49821,999
12/8/2021 22:08,70.230377,-148.382812,-1240.73,10162.05,-72714.71,73431.84406,999
12/8/2021 22:09,70.230377,-148.382812,-1176.05,9971.23,-72740.14,73429.80654,999
12/8/2021 22:10,70.230377,-148.382812,-1069.74,10008.2,-72883.71,73575.42792,999
12/8/2021 22:11,70.230377,-148.382812,-1166.23,9955.8,-73029.57,73714.28722,999
12/8/2021 22:12,70.230377,-148.382812,-1304.29,9888.77,-72784.62,73464.88857,999
12/8/2021 22:14,70.230377,-148.382812,-1101.77,9808.71,-72661.18,73328.51947,999
12/8/2021 22:15,70.230377,-148.382812,-1200.89,9815.36,-72760.73,73429.60751,999
12/8/2021 22:16,70.230377,-148.382812,-1074.59,9913.08,-72705.8,73386.35604,999
12/8/2021 22:17,70.230377,-148.382812,-1196,9756.64,-72537.44,73200.42788,999
12/8/2021 22:18,70.230377,-148.382812,-1140.9,9876.14,-72863.99,73539.11091,999
12/8/2021 22:19,70.230377,-148.382812,-1152.96,9808.27,-73018.59,73683.41715,999
12/8/2021 22:21,70.230377,-148.382812,-1252.69,9715.89,-72966.3,73620.97993,999
12/8/2021 22:22,70.230377,-148.382812,-1385.73,9779.65,-73076.8,73741.30796,999
12/8/2021 22:23,70.230377,-148.382812,-1145.58,9806.07,-72995.32,73659.94912,999
12/8/2021 22:24,70.230377,-148.382812,-1146.6,9877.36,-73161.73,73834.37999,999
12/8/2021 22:25,70.230377,-148.382812,-1115.84,9853.9,-73044.27,73714.38004,999
12/8/2021 22:26,70.230377,-148.382812,-1202.04,9898.46,-73067.99,73745.20712,999
12/8/2021 22:28,70.230377,-148.382812,-1142.33,9817,-72897.81,73564.72735,999
12/8/2021 22:29,70.230377,-148.382812,-1053.85,9903.52,-72810.3,73488.29903,999
12/8/2021 22:30,70.230377,-148.382812,-1088.67,9920.28,-72529.52,73212.89797,999
12/8/2021 22:31,70.230377,-148.382812,-1081.22,9786.13,-72666.12,73330.09186,999
12/8/2021 22:32,70.230377,-148.382812,-1087.05,9989.65,-72851.8,73541.54981,999
12/8/2021 22:33,70.230377,-148.382812,-1105.46,10037.95,-72777.88,73475.18152,999
12/8/2021 22:35,70.230377,-148.382812,-895.6,10014.58,-72710.27,73402.16124,999
12/8/2021 22:36,70.230377,-148.382812,-1002.48,10061.57,-72740.95,73440.35651,999
12/8/2021 22:37,70.230377,-148.382812,-1027.6,9929.85,-72873.3,73553.89681,999
12/8/2021 22:38,70.230377,-148.382812,-1116.74,9938.28,-73043.48,73724.93803,999
12/8/2021 22:39,70.230377,-148.382812,-991.09,9993.21,-73043.34,73730.42807,999
12/8/2021 22:40,70.230377,-148.382812,-1172.4,9910.04,-72892.74,73572.65089,999
12/8/2021 22:42,70.230377,-148.382812,-1035.56,9884.09,-73069.73,73742.478,999
12/8/2021 22:43,70.230377,-148.382812,-1030.08,9932.11,-73191.27,73869.2756,999
12/8/2021 22:44,70.230377,-148.382812,-1132.52,9938.52,-73047.16,73728.85707,999
12/8/2021 22:45,70.230377,-148.382812,-967.38,9894.7,-72851.47,73526.71347,999
12/8/2021 22:46,70.230377,-148.382812,-997.87,9868.42,-72955.74,73626.90715,999
12/8/2021 22:47,70.230377,-148.382812,-1150.83,9847.07,-72887.94,73559.09865,999
12/8/2021 22:49,70.230377,-148.382812,-1051.7,9779.92,-72871.99,73532.84868,999
12/8/2021 22:50,70.230377,-148.382812,-966.93,9943.52,-72978.69,73659.33571,999
12/8/2021 22:51,70.230377,-148.382812,-937.03,9939.63,-73176.88,73854.79021,999
12/8/2021 22:52,70.230377,-148.382812,-961.26,9880.01,-73079.82,73750.92345,999
12/8/2021 22:53,70.230377,-148.382812,-1021.55,9866,-73378.37,74045.70686,999
12/8/2021 22:54,70.230377,-148.382812,-989.43,9891.16,-73184.72,73856.73469,999
12/8/2021 22:56,70.230377,-148.382812,-988.16,9850.22,-73255.91,73921.79411,999
12/8/2021 22:57,70.230377,-148.382812,-1164.14,9804.42,-73086.59,73750.46787,999
12/8/2021 22:58,70.230377,-148.382812,-1055.56,9718.34,-73177.19,73827.24074,999
12/8/2021 22:59,70.230377,-148.382812,-959.74,9762.93,-72974.42,73630.84868,999
12/8/2021 23:00,70.230377,-148.382812,-987.9,9828.72,-73049.12,73713.99878,999
12/8/2021 23:01,70.230377,-148.382812,-1080.78,9832.64,-73303.95,73968.35797,999
12/8/2021 23:03,70.230377,-148.382812,-1213.58,9779.07,-73265.93,73925.63483,999
12/8/2021 23:04,70.230377,-148.382812,-1165.82,9935.7,-73086.7,73768.17056,999
12/8/2021 23:05,70.230377,-148.382812,-1088.58,9713.75,-72836.56,73489.49869,999
12/8/2021 23:06,70.230377,-148.382812,-1169.18,9769.42,-72819.57,73481.27873,999
12/8/2021 23:07,70.230377,-148.382812,-1245.52,9687.26,-72809.66,73461.83305,999
12/8/2021 23:08,70.230377,-148.382812,-1232.31,9806.16,-72945.2,73611.69448,999
12/8/2021 23:10,70.230377,-148.382812,-1110.89,9830.29,-72881.7,73550.05692,999
12/8/2021 23:11,70.230377,-148.382812,-1053.17,9930,-72966.97,73647.08262,999
12/8/2021 23:12,70.230377,-148.382812,-1013.91,9880.94,-73328.1,73997.7786,999
12/8/2021 23:13,70.230377,-148.382812,-839.14,9970.79,-73264.13,73944.25978,999
12/8/2021 23:14,70.230377,-148.382812,-1066.29,9893.91,-73045.87,73720.59111,999
12/8/2021 23:15,70.230377,-148.382812,-1052.5,9765.56,-72937.07,73595.4489,999
12/8/2021 23:17,70.230377,-148.382812,-886.25,9815.43,-72996.36,73658.64972,999
12/8/2021 23:18,70.230377,-148.382812,-1022.89,9992.89,-73268.84,73954.2228,999
12/8/2021 23:19,70.230377,-148.382812,-986.67,10063.44,-73364.5,74058.05967,999
12/8/2021 23:20,70.230377,-148.382812,-953.12,9893.36,-73196.8,73868.52198,999
12/8/2021 23:21,70.230377,-148.382812,-942.81,9960.47,-73029.36,73711.51386,999
12/8/2021 23:22,70.230377,-148.382812,-1061.31,9854.31,-73247.25,73914.77144,999
12/8/2021 23:24,70.230377,-148.382812,-1008.47,9845.66,-73242.96,73908.62752,999
12/8/2021 23:25,70.230377,-148.382812,-825.89,9792.81,-73269.61,73925.7531,999
12/8/2021 23:26,70.230377,-148.382812,-644.71,9764.12,-73340.13,73990.05581,999
12/8/2021 23:27,70.230377,-148.382812,-860.67,9827.09,-73040.18,73703.32655,999
12/8/2021 23:28,70.230377,-148.382812,-1002.15,9868,-73282.88,73951.07998,999
12/8/2021 23:29,70.230377,-148.382812,-1065.52,9875.93,-73487.87,74156.16201,999
12/8/2021 23:31,70.230377,-148.382812,-1069.74,9918.82,-73472.48,74146.69683,999
12/8/2021 23:32,70.230377,-148.382812,-1096.68,9915.45,-73303.05,73978.75367,999
12/8/2021 23:33,70.230377,-148.382812,-1050.95,9778.16,-72743.71,73405.47836,999
12/8/2021 23:34,70.230377,-148.382812,-1063.98,9676.89,-72707.49,73356.34503,999
12/8/2021 23:35,70.230377,-148.382812,-957.05,9811.03,-72769.02,73433.66072,999
12/8/2021 23:36,70.230377,-148.382812,-813.12,9843.61,-72789.46,73456.54027,999
12/8/2021 23:38,70.230377,-148.382812,-699.15,9888.27,-72753.04,73425.27851,999
12/8/2021 23:39,70.230377,-148.382812,-737.24,9737.8,-72999.6,73649.91427,999
12/8/2021 23:40,70.230377,-148.382812,-1030.75,9746.27,-73186.61,73839.90864,999
12/8/2021 23:41,70.230377,-148.382812,-987.19,9820.49,-73093.63,73757.0018,999
12/8/2021 23:42,70.230377,-148.382812,-1190.93,9682.21,-73157.74,73805.2737,999
12/8/2021 23:43,70.230377,-148.382812,-1047.66,9785.46,-73073.73,73733.45804,999
12/8/2021 23:45,70.230377,-148.382812,-1221.35,9882.52,-73105.52,73780.573,999
12/8/2021 23:46,70.230377,-148.382812,-1199.17,9805.53,-72976.26,73641.84239,999
12/8/2021 23:47,70.230377,-148.382812,-1239.7,9732.38,-73103.49,73758.90676,999
12/8/2021 23:48,70.230377,-148.382812,-1129.34,9737.63,-73186.84,73840.43876,999
12/8/2021 23:49,70.230377,-148.382812,-1195.3,9772.67,-73125.77,73785.58165,999
12/8/2021 23:50,70.230377,-148.382812,-1317.7,9669.59,-73129.55,73777.83127,999
12/8/2021 23:52,70.230377,-148.382812,-1184.77,9675.17,-73087.16,73734.2902,999
12/8/2021 23:53,70.230377,-148.382812,-1356.69,9584.12,-73324.06,73960.21727,999
12/8/2021 23:54,70.230377,-148.382812,-1193.35,9702.64,-73128.9,73779.40988,999
12/8/2021 23:55,70.230377,-148.382812,-1389.56,9663.92,-73139.44,73788.20983,999
12/8/2021 23:56,70.230377,-148.382812,-1241.21,9714.02,-72961.12,73615.40476,999
12/8/2021 23:57,70.230377,-148.382812,-1160.59,9877.15,-73172.79,73845.52971,999
12/8/2021 23:59,70.230377,-148.382812,-1153.16,9836.85,-73214.68,73881.54549,999
12/9/2021 0:00,70.230377,-148.382812,-1028.09,9895.76,-73182.42,73855.59987,999
12/9/2021 0:01,70.230377,-148.382812,-1014.13,9913.02,-72996.6,73673.60475,999
12/9/2021 0:02,70.230377,-148.382812,-1119.89,9875.1,-72916.94,73591.11286,999
12/9/2021 0:03,70.230377,-148.382812,-1144.15,9789.46,-72904.29,73567.50714,999
12/9/2021 0:04,70.230377,-148.382812,-933.41,9815.42,-73142.62,73804.17728,999
12/9/2021 0:06,70.230377,-148.382812,-1031.19,9914.49,-73208.96,73884.45228,999
12/9/2021 0:07,70.230377,-148.382812,-993.45,9977.31,-73148.09,73832.08468,999
12/9/2021 0:08,70.230377,-148.382812,-940.51,9863.45,-73227.18,73894.46593,999
12/9/2021 0:09,70.230377,-148.382812,-1005.83,9875.11,-73083.54,73754.54773,999
12/9/2021 0:10,70.230377,-148.382812,-991.33,9879.46,-73124.89,73795.90776,999
12/9/2021 0:11,70.230377,-148.382812,-1049.04,9791.89,-73156.89,73816.74708,999
12/9/2021 0:13,70.230377,-148.382812,-1077.85,9861.7,-73411.03,74078.29786,999
12/9/2021 0:14,70.230377,-148.382812,-1069.68,9797.22,-73462.29,74120.4276,999
12/9/2021 0:15,70.230377,-148.382812,-1140.2,9737.33,-73265.41,73918.44123,999
12/9/2021 0:16,70.230377,-148.382812,-1237.66,9800.99,-73374.82,74036.85175,999
12/9/2021 0:17,70.230377,-148.382812,-1117.9,9723.88,-73243.71,73894.82118,999
12/9/2021 0:18,70.230377,-148.382812,-1233.97,9890.02,-73237.9,73912.95674,999
12/9/2021 0:20,70.230377,-148.382812,-1071.53,9906.62,-73299.3,73973.48631,999
12/9/2021 0:21,70.230377,-148.382812,-1075.57,9914.62,-73206.63,73882.79378,999
12/9/2021 0:22,70.230377,-148.382812,-1203.99,9793.73,-73586.07,74244.70646,999
12/9/2021 0:23,70.230377,-148.382812,-1152.74,9686.97,-73482.62,74127.33396,999
12/9/2021 0:24,70.230377,-148.382812,-1295.82,9885.8,-73338.82,74013.44952,999
12/9/2021 0:25,70.230377,-148.382812,-1131.66,9830.01,-73360.77,74025.07903,999
12/9/2021 0:27,70.230377,-148.382812,-1157.61,9865.52,-73439.41,74108.13374,999
12/9/2021 0:28,70.230377,-148.382812,-1141.99,9813.73,-73353.48,74015.8528,999
12/9/2021 0:29,70.230377,-148.382812,-1263.89,9827.27,-73351.13,74017.30153,999
12/9/2021 0:30,70.230377,-148.382812,-1240.27,9925.64,-73378.98,74057.62152,999
12/9/2021 0:31,70.230377,-148.382812,-1199.81,9987.33,-73223.1,73910.8157,999
12/9/2021 0:32,70.230377,-148.382812,-1308.55,9907.46,-73309.35,73987.36963,999
12/9/2021 0:34,70.230377,-148.382812,-1255.13,10086.78,-73385.63,74086.22795,999
12/9/2021 0:35,70.230377,-148.382812,-1244.71,9958.4,-73097.25,73782.97223,999
12/9/2021 0:36,70.230377,-148.382812,-1275.87,9920.46,-73103.29,73784.37761,999
12/9/2021 0:37,70.230377,-148.382812,-1246.22,9953.13,-73230.38,73914.18278,999
12/9/2021 0:38,70.230377,-148.382812,-1193.85,9902.58,-73239.62,73915.68376,999
12/9/2021 0:39,70.230377,-148.382812,-1284.11,9941.74,-73321.38,74003.45869,999
12/9/2021 0:41,70.230377,-148.382812,-1109.76,9833.99,-73449.54,74113.25018,999
12/9/2021 0:42,70.230377,-148.382812,-1158.77,9913.33,-73597.84,74271.52154,999
12/9/2021 0:43,70.230377,-148.382812,-1185.47,9836.85,-73435.24,74100.63044,999
12/9/2021 0:44,70.230377,-148.382812,-1186.41,9782.03,-73548.95,74206.08955,999
12/9/2021 0:45,70.230377,-148.382812,-1065.59,9637.77,-73505.98,74142.7757,999
12/9/2021 0:46,70.230377,-148.382812,-1035.77,9729.66,-73379.38,74028.8627,999
12/9/2021 0:48,70.230377,-148.382812,-1086.34,9948.31,-73310.89,73990.7805,999
12/9/2021 0:49,70.230377,-148.382812,-1090.08,9889.9,-73309.42,73981.54809,999
12/9/2021 0:50,70.230377,-148.382812,-1216.06,9936.33,-73275.17,73955.79757,999
12/9/2021 0:51,70.230377,-148.382812,-1207.83,9947.89,-73556.89,74236.34848,999
12/9/2021 0:52,70.230377,-148.382812,-1363.11,9904.67,-73469.57,74146.73474,999
12/9/2021 0:53,70.230377,-148.382812,-1148.6,10009.26,-73531.33,74218.33371,999
12/9/2021 0:55,70.230377,-148.382812,-1193.39,10001.73,-73506.37,74193.29628,999
12/9/2021 0:56,70.230377,-148.382812,-1198.17,10019.53,-73218.82,73910.90714,999
12/9/2021 0:57,70.230377,-148.382812,-1128.23,9958.75,-73360.12,74041.58839,999
12/9/2021 0:58,70.230377,-148.382812,-1279.3,9888.65,-73586.37,74258.84363,999
12/9/2021 0:59,70.230377,-148.382812,-1113.48,9835.29,-73239.2,73905.02814,999
12/9/2021 1:00,70.230377,-148.382812,-1221.16,9769.1,-73291.16,73949.44679,999
12/9/2021 1:02,70.230377,-148.382812,-1214.38,9913.34,-73513.88,74189.21472,999
12/9/2021 1:03,70.230377,-148.382812,-1297.84,9903.53,-73352.16,74029.07315,999
12/9/2021 1:04,70.230377,-148.382812,-1295.96,9893.84,-73079.63,73757.71081,999
12/9/2021 1:05,70.230377,-148.382812,-1123.77,9900.12,-73218.27,73893.10047,999
12/9/2021 1:06,70.230377,-148.382812,-1116.47,9997.52,-73424.62,74110.53726,999
12/9/2021 1:07,70.230377,-148.382812,-951.56,10084.6,-73413.93,74109.44435,999
12/9/2021 1:09,70.230377,-148.382812,-922.79,9982.7,-73207.26,73890.51872,999
12/9/2021 1:10,70.230377,-148.382812,-1128.06,9931.67,-73300.79,73979.16195,999
12/9/2021 1:11,70.230377,-148.382812,-1277.04,9975.17,-73465.27,74150.39274,999
12/9/2021 1:12,70.230377,-148.382812,-1120.3,9990.7,-73398.43,74083.72753,999
12/9/2021 1:13,70.230377,-148.382812,-1150.07,9956.61,-73147.36,73830.84057,999
12/9/2021 1:14,70.230377,-148.382812,-1279,9976.42,-73360.57,74046.86373,999
12/9/2021 1:16,70.230377,-148.382812,-1295.61,9964.44,-73204.09,73890.50996,999
12/9/2021 1:17,70.230377,-148.382812,-1248.06,9944.19,-73099.55,73783.39094,999
12/9/2021 1:18,70.230377,-148.382812,-1354.01,10032.81,-73157.2,73854.36027,999
12/9/2021 1:19,70.230377,-148.382812,-1248.91,9991.29,-73198.42,73887.71442,999
12/9/2021 1:20,70.230377,-148.382812,-1194.19,9897.52,-73199.21,73874.97097,999
12/9/2021 1:21,70.230377,-148.382812,-1092.63,10003.78,-73326.15,74013.46991,999
12/9/2021 1:23,70.230377,-148.382812,-921.85,10101.46,-73318.69,74017.0224,999
12/9/2021 1:24,70.230377,-148.382812,-947.24,10021.9,-73253.48,73941.92367,999
12/9/2021 1:25,70.230377,-148.382812,-1056.95,9961.03,-73114.1,73797.09263,999
12/9/2021 1:26,70.230377,-148.382812,-1129.99,9938.43,-73154.93,73835.5812,999
12/9/2021 1:27,70.230377,-148.382812,-1239.2,9930.63,-73383.78,74063.02854,999
12/9/2021 1:28,70.230377,-148.382812,-1327.12,9870.49,-73288.81,73962.40593,999
12/9/2021 1:30,70.230377,-148.382812,-1135.7,9930.69,-73340.05,74018.04748,999
12/9/2021 1:31,70.230377,-148.382812,-1252.15,9949.76,-73308.78,73991.50511,999
12/9/2021 1:32,70.230377,-148.382812,-1413.53,10026.59,-73369.37,74064.8029,999
12/9/2021 1:33,70.230377,-148.382812,-1402.92,9959.73,-73485.82,74170.95218,999
12/9/2021 1:34,70.230377,-148.382812,-1375.06,9935.35,-73219.65,73903.44455,999
12/9/2021 1:35,70.230377,-148.382812,-1316.49,10000.24,-73499.52,74188.39118,999
12/9/2021 1:37,70.230377,-148.382812,-1302.94,9968.23,-73465.3,74149.93976,999
12/9/2021 1:38,70.230377,-148.382812,-1383.28,9970.47,-73429.45,74116.17815,999
12/9/2021 1:39,70.230377,-148.382812,-1465.53,9950.47,-73471.24,74156.47469,999
12/9/2021 1:40,70.230377,-148.382812,-1213.83,9862.84,-73514.47,74183.05936,999
12/9/2021 1:41,70.230377,-148.382812,-1353.21,9811.08,-73426.59,74091.51495,999
12/9/2021 1:42,70.230377,-148.382812,-1196.39,9806.83,-73558.83,74219.3151,999
12/9/2021 1:44,70.230377,-148.382812,-1134.3,9921.22,-73559.15,74233.85879,999
12/9/2021 1:45,70.230377,-148.382812,-1241.03,9926.94,-73491.59,74169.38785,999
12/9/2021 1:46,70.230377,-148.382812,-1192.5,10018.32,-73499.7,74188.91219,999
12/9/2021 1:47,70.230377,-148.382812,-1165.1,10016.01,-73496.36,74184.85592,999
12/9/2021 1:48,70.230377,-148.382812,-1405.47,10034.12,-73537.69,74232.41045,999
12/9/2021 1:49,70.230377,-148.382812,-1405.94,10009.74,-73385.75,74078.60599,999
12/9/2021 1:51,70.230377,-148.382812,-1212.23,10065.91,-73337.7,74035.19627,999
12/9/2021 1:52,70.230377,-148.382812,-1291.08,10006.46,-73417.02,74107.05064,999
12/9/2021 1:53,70.230377,-148.382812,-1263.77,10039.72,-73217.45,73913.38226,999
12/9/2021 1:54,70.230377,-148.382812,-1303.52,10015.84,-73447.2,74138.43405,999
12/9/2021 1:55,70.230377,-148.382812,-1107.69,10120.5,-73431.72,74134.12844,999
12/9/2021 1:56,70.230377,-148.382812,-1178.43,9861.95,-73348.52,74017.9177,999
12/9/2021 1:58,70.230377,-148.382812,-1332.91,9938.33,-73329.23,74011.64114,999
12/9/2021 1:59,70.230377,-148.382812,-1252.19,9945.62,-72992.39,73677.48866,999
12/9/2021 2:00,70.230377,-148.382812,-1232.34,9932.46,-72912.55,73596.2796,999
12/9/2021 2:01,70.230377,-148.382812,-1153.92,9988.78,-73119.76,73807.9031,999
12/9/2021 2:02,70.230377,-148.382812,-1255.76,9988.68,-73339.08,74026.82836,999
12/9/2021 2:03,70.230377,-148.382812,-1261.63,9980.56,-73294.98,73982.14231,999
12/9/2021 2:05,70.230377,-148.382812,-1288.62,9942.57,-73281.95,73964.5823,999
12/9/2021 2:06,70.230377,-148.382812,-1264.72,9872.86,-73404.95,74076.71406,999
12/9/2021 2:07,70.230377,-148.382812,-1277.52,10030.85,-73288.49,73982.78702,999
12/9/2021 2:08,70.230377,-148.382812,-1359.17,9972.66,-73208.02,73896.65407,999
12/9/2021 2:09,70.230377,-148.382812,-1274.74,10029.32,-73207.34,73902.14376,999
12/9/2021 2:10,70.230377,-148.382812,-1156.02,10104.04,-73313.44,74015.46116,999
12/9/2021 2:12,70.230377,-148.382812,-1086.9,10058.57,-73174.78,73870.86442,999
12/9/2021 2:13,70.230377,-148.382812,-1437.43,9894.1,-73385.2,74063.12847,999
12/9/2021 2:14,70.230377,-148.382812,-1176.03,9974.62,-73231.05,73916.59337,999
12/9/2021 2:15,70.230377,-148.382812,-1375.77,9947.79,-73253.56,73938.72681,999
12/9/2021 2:16,70.230377,-148.382812,-1377.39,10092.74,-73005.69,73712.8983,999
12/9/2021 2:17,70.230377,-148.382812,-1380.65,10025.44,-73138.8,73835.62627,999
12/9/2021 2:19,70.230377,-148.382812,-1357.23,10018.49,-73046.95,73743.26491,999
12/9/2021 2:20,70.230377,-148.382812,-1213.17,10149.71,-72876.63,73590.02374,999
12/9/2021 2:21,70.230377,-148.382812,-1274.33,10169.52,-72732.99,73451.5547,999
12/9/2021 2:22,70.230377,-148.382812,-1360.08,10036.94,-72980.71,73680.21454,999
12/9/2021 2:23,70.230377,-148.382812,-1145.43,9998.18,-73251.95,73940.0013,999
12/9/2021 2:24,70.230377,-148.382812,-1312.43,9910.32,-73215.52,73894.85289,999
12/9/2021 2:26,70.230377,-148.382812,-1325.87,9928.96,-73096.74,73779.9131,999
12/9/2021 2:27,70.230377,-148.382812,-1243.19,9993.42,-73320.25,74008.60102,999
12/9/2021 2:28,70.230377,-148.382812,-1172.27,9974.2,-73375.47,74059.56036,999
12/9/2021 2:29,70.230377,-148.382812,-1184.46,9914.87,-73179.19,73857.30459,999
12/9/2021 2:30,70.230377,-148.382812,-1293.74,9890.66,-73377.46,74052.35009,999
12/9/2021 2:31,70.230377,-148.382812,-1318.82,9850.13,-73095.55,73768.04035,999
12/9/2021 2:33,70.230377,-148.382812,-1429.87,9967.59,-73391.62,74079.1959,999
