Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT),TF (nT), Tempature (°F)
12/9/2021 2:34,70.230377,-148.382812,-1405.31,9915.97,-73154.7,73837.06041,999
12/9/2021 2:35,70.230377,-148.382812,-1285.03,10029.1,-73112.05,73807.89933,999
12/9/2021 2:36,70.230377,-148.382812,-1355.55,9965.99,-73184.9,73872.78295,999
12/9/2021 2:37,70.230377,-148.382812,-1208.94,9977.97,-73495.19,74179.27186,999
12/9/2021 2:38,70.230377,-148.382812,-1418.3,10050.73,-73442.57,74140.67599,999
12/9/2021 2:40,70.230377,-148.382812,-1468.13,10100.17,-73381.23,74087.60865,999
12/9/2021 2:41,70.230377,-148.382812,-1472.81,9917.75,-73330.91,74013.19677,999
12/9/2021 2:42,70.230377,-148.382812,-1476.99,10027.39,-73340.63,74037.67999,999
12/9/2021 2:43,70.230377,-148.382812,-1539.17,10038.7,-73571.88,74269.55008,999
12/9/2021 2:44,70.230377,-148.382812,-1472.26,10059.47,-73616.14,74314.84747,999
12/9/2021 2:45,70.230377,-148.382812,-1376.07,10083.17,-73342.23,74044.89575,999
12/9/2021 2:47,70.230377,-148.382812,-1472.56,10010.52,-73262.94,73958.34856,999
12/9/2021 2:48,70.230377,-148.382812,-1475.74,10067.65,-73331.55,74034.12464,999
12/9/2021 2:49,70.230377,-148.382812,-1304.9,10017.3,-73275.66,73968.71914,999
12/9/2021 2:50,70.230377,-148.382812,-1313.72,10183.72,-73333.41,74048.78821,999
12/9/2021 2:51,70.230377,-148.382812,-1310.61,10053.75,-73201.63,73900.43452,999
12/9/2021 2:52,70.230377,-148.382812,-1537.72,10115.23,-73387.35,74097.13625,999
12/9/2021 2:54,70.230377,-148.382812,-1425.63,10026.23,-73569.93,74263.66749,999
12/9/2021 2:55,70.230377,-148.382812,-1362.57,9878.96,-73449.1,74123.01086,999
12/9/2021 2:56,70.230377,-148.382812,-1368.67,9895.55,-73378.76,74055.63845,999
12/9/2021 2:57,70.230377,-148.382812,-1293.22,10013.07,-73324.41,74016.23532,999
12/9/2021 2:58,70.230377,-148.382812,-1329.95,9979.24,-73216.91,73905.81782,999
12/9/2021 2:59,70.230377,-148.382812,-1391.9,10021.34,-73547.19,74239.83969,999
12/9/2021 3:01,70.230377,-148.382812,-1384.94,10035.69,-73365.68,74061.83993,999
12/9/2021 3:02,70.230377,-148.382812,-1387.79,10052.26,-73409.43,74107.47806,999
12/9/2021 3:03,70.230377,-148.382812,-1244.98,10097.07,-73329.53,74031.89021,999
12/9/2021 3:04,70.230377,-148.382812,-1318.57,10030.21,-73007.05,73704.63411,999
12/9/2021 3:05,70.230377,-148.382812,-1342.23,10007.2,-73288.49,73980.72992,999
12/9/2021 3:06,70.230377,-148.382812,-1092.91,10135.93,-73391.35,74096.03083,999
12/9/2021 3:08,70.230377,-148.382812,-1198.22,10185.11,-73061.75,73777.98798,999
12/9/2021 3:09,70.230377,-148.382812,-1105.37,10244.35,-73244.3,73965.50569,999
12/9/2021 3:10,70.230377,-148.382812,-1393.69,10193.11,-73233.4,73952.50326,999
12/9/2021 3:11,70.230377,-148.382812,-1227.13,10220.5,-73126.76,73847.73183,999
12/9/2021 3:12,70.230377,-148.382812,-1264.86,10326.91,-73441.43,74174.71659,999
12/9/2021 3:13,70.230377,-148.382812,-1194.32,10165,-73254.97,73966.50766,999
12/9/2021 3:15,70.230377,-148.382812,-1377.17,10024.71,-73345.86,74040.57392,999
12/9/2021 3:16,70.230377,-148.382812,-1159.21,10091.39,-73384.84,74084.51027,999
12/9/2021 3:17,70.230377,-148.382812,-1236.1,10079.36,-73222.02,73922.83581,999
12/9/2021 3:18,70.230377,-148.382812,-1289.47,10062.3,-73383.57,74081.44815,999
12/9/2021 3:19,70.230377,-148.382812,-1124.1,10050.23,-73375.15,74068.77454,999
12/9/2021 3:20,70.230377,-148.382812,-1067.55,10062.06,-73372.66,74067.07737,999
12/9/2021 3:22,70.230377,-148.382812,-1047.29,9922.3,-73191.07,73868.00107,999
12/9/2021 3:23,70.230377,-148.382812,-1002.28,10064.52,-73161.84,73857.66013,999
12/9/2021 3:24,70.230377,-148.382812,-953.85,9995.43,-73308.41,73992.84714,999
12/9/2021 3:25,70.230377,-148.382812,-1107.76,10071.37,-73381.84,74078.02689,999
12/9/2021 3:26,70.230377,-148.382812,-1186.19,10133.49,-73232.3,73939.59987,999
12/9/2021 3:27,70.230377,-148.382812,-881.92,10061.12,-73303.28,73995.7754,999
12/9/2021 3:29,70.230377,-148.382812,-874.89,10190.85,-72961.16,73674.62063,999
12/9/2021 3:30,70.230377,-148.382812,-795.29,10125.96,-72968.68,73672.21873,999
12/9/2021 3:31,70.230377,-148.382812,-877.83,10055.36,-73098.49,73792.07336,999
12/9/2021 3:32,70.230377,-148.382812,-955.58,10023.59,-73303.37,73991.68563,999
12/9/2021 3:33,70.230377,-148.382812,-881.16,10066.02,-73540.51,74231.4476,999
12/9/2021 3:34,70.230377,-148.382812,-935.06,10183.56,-73416.3,74125.11273,999
12/9/2021 3:36,70.230377,-148.382812,-944.29,10115.42,-73465.63,74164.76385,999
12/9/2021 3:37,70.230377,-148.382812,-1061.4,10022.46,-73666.9,74353.13329,999
12/9/2021 3:38,70.230377,-148.382812,-960.56,9958.31,-73413.55,74092.10442,999
12/9/2021 3:39,70.230377,-148.382812,-1045.11,10025.97,-73284.9,73974.92073,999
12/9/2021 3:40,70.230377,-148.382812,-928.45,9966.56,-73379.66,74059.22521,999
12/9/2021 3:41,70.230377,-148.382812,-933.73,9988.29,-73175.02,73859.47022,999
12/9/2021 3:43,70.230377,-148.382812,-1026.23,10138.48,-73227.23,73932.86913,999
12/9/2021 3:44,70.230377,-148.382812,-959.68,10025.68,-73178.75,73868.56366,999
12/9/2021 3:45,70.230377,-148.382812,-1000.41,10011.2,-73027.99,73717.78801,999
12/9/2021 3:46,70.230377,-148.382812,-920.39,10011.16,-73458.49,74143.24106,999
12/9/2021 3:47,70.230377,-148.382812,-1039.87,9939.31,-73091.05,73771.08379,999
12/9/2021 3:48,70.230377,-148.382812,-1072.75,10032.35,-73244.37,73936.03029,999
12/9/2021 3:50,70.230377,-148.382812,-1102.24,10021.02,-73501.74,74189.90199,999
12/9/2021 3:51,70.230377,-148.382812,-1092.19,10038.88,-73207.2,73900.37972,999
12/9/2021 3:52,70.230377,-148.382812,-1010.82,10032,-73034.66,73727.36495,999
12/9/2021 3:53,70.230377,-148.382812,-944.22,10033.59,-73262.09,73952.00005,999
12/9/2021 3:54,70.230377,-148.382812,-1004.88,10051.24,-73029.04,73724.33718,999
12/9/2021 3:55,70.230377,-148.382812,-1126.29,10022.12,-73091.55,73784.05044,999
12/9/2021 3:57,70.230377,-148.382812,-1147.52,9970.81,-73014.84,73701.42953,999
12/9/2021 3:58,70.230377,-148.382812,-1146.86,10081.6,-73021.84,73723.42276,999
12/9/2021 3:59,70.230377,-148.382812,-972.58,9952.92,-73065.62,73746.80572,999
12/9/2021 4:00,70.230377,-148.382812,-1077.07,10032.48,-72936.24,73630.87559,999
12/9/2021 4:01,70.230377,-148.382812,-1100.64,9868.49,-73107.26,73778.51969,999
12/9/2021 4:02,70.230377,-148.382812,-1046.17,9892.25,-73092.27,73766.05598,999
12/9/2021 4:04,70.230377,-148.382812,-1124.88,9985.7,-72854.69,73544.44516,999
12/9/2021 4:05,70.230377,-148.382812,-976.33,9823.68,-72862.27,73528.0103,999
12/9/2021 4:06,70.230377,-148.382812,-991.16,9979.2,-72950.88,73636.93179,999
12/9/2021 4:07,70.230377,-148.382812,-1001.81,9863.69,-72956.57,73627.14927,999
12/9/2021 4:08,70.230377,-148.382812,-1072.46,9944.99,-72725.48,73410.13852,999
12/9/2021 4:09,70.230377,-148.382812,-992.11,9905.36,-72722.88,73401.07434,999
12/9/2021 4:11,70.230377,-148.382812,-1137.85,10016.71,-72958.57,73651.76249,999
12/9/2021 4:12,70.230377,-148.382812,-1229.8,10101.51,-72914.84,73621.51047,999
12/9/2021 4:13,70.230377,-148.382812,-1312.69,9969.9,-72759.15,73450.77242,999
12/9/2021 4:14,70.230377,-148.382812,-1185.46,10054.76,-72910.58,73610.16363,999
12/9/2021 4:15,70.230377,-148.382812,-1195.34,9956.94,-72984.34,73670.09826,999
12/9/2021 4:16,70.230377,-148.382812,-1111.02,10021.09,-72857.9,73552.22772,999
12/9/2021 4:18,70.230377,-148.382812,-1166.67,10120.48,-73008.23,73715.581,999
12/9/2021 4:19,70.230377,-148.382812,-1230.61,9998.69,-72976.12,73668.19051,999
12/9/2021 4:20,70.230377,-148.382812,-1074.32,10086.82,-72811.13,73514.34386,999
12/9/2021 4:21,70.230377,-148.382812,-1189.74,10017.29,-72908.45,73603.01394,999
12/9/2021 4:22,70.230377,-148.382812,-1157.4,10147.2,-72929.1,73640.74191,999
12/9/2021 4:23,70.230377,-148.382812,-1202.21,10108.68,-72868.36,73576.00566,999
12/9/2021 4:25,70.230377,-148.382812,-1289.87,10098.38,-72894.62,73602.08331,999
12/9/2021 4:26,70.230377,-148.382812,-1213.19,10134.68,-72966.62,73677.07379,999
12/9/2021 4:27,70.230377,-148.382812,-1034.19,10123.63,-73079.28,73784.4062,999
12/9/2021 4:28,70.230377,-148.382812,-1015.12,10305.92,-72923.25,73654.89017,999
12/9/2021 4:29,70.230377,-148.382812,-981.61,10147.03,-72717.49,73428.59884,999
12/9/2021 4:30,70.230377,-148.382812,-1018.59,10146.41,-72630.84,73343.20746,999
12/9/2021 4:32,70.230377,-148.382812,-1038.59,10102.08,-73001.61,73704.58434,999
12/9/2021 4:33,70.230377,-148.382812,-1123.85,10183.64,-72864.38,73581.16223,999
12/9/2021 4:34,70.230377,-148.382812,-1299.66,10125.99,-72722.07,73435.17042,999
12/9/2021 4:35,70.230377,-148.382812,-1362.67,10190.81,-73008.52,73728.91882,999
12/9/2021 4:36,70.230377,-148.382812,-1348.67,10212.56,-72976.71,73700.17296,999
12/9/2021 4:37,70.230377,-148.382812,-1519.55,10218.54,-72951.8,73679.66283,999
12/9/2021 4:39,70.230377,-148.382812,-1324.03,10113.19,-72833.34,73544.03499,999
12/9/2021 4:40,70.230377,-148.382812,-1139.73,10208.14,-72888.16,73608.34854,999
12/9/2021 4:41,70.230377,-148.382812,-1203.39,10207.34,-72946.07,73666.59396,999
12/9/2021 4:42,70.230377,-148.382812,-1463.71,10066.11,-72996.65,73701.96693,999
12/9/2021 4:43,70.230377,-148.382812,-1319.79,10060.46,-73034.49,73735.95751,999
12/9/2021 4:44,70.230377,-148.382812,-1261.46,10103.27,-73064.46,73770.47283,999
12/9/2021 4:46,70.230377,-148.382812,-1151.34,10126.99,-73069.27,73776.68825,999
12/9/2021 4:47,70.230377,-148.382812,-1058.45,10147.81,-72981.16,73690.8955,999
12/9/2021 4:48,70.230377,-148.382812,-1055.76,10131.1,-73116.2,73822.30367,999
12/9/2021 4:49,70.230377,-148.382812,-1242.41,10063.31,-72976.28,73677.34546,999
12/9/2021 4:50,70.230377,-148.382812,-1211.93,10011.31,-72894.15,73588.39723,999
12/9/2021 4:51,70.230377,-148.382812,-1336.5,10206.18,-72717.07,73441.98126,999
12/9/2021 4:53,70.230377,-148.382812,-1391.13,10223.25,-73049.16,73774.18153,999
12/9/2021 4:54,70.230377,-148.382812,-1298.7,10069.8,-73161.85,73863.00691,999
12/9/2021 4:55,70.230377,-148.382812,-1289.69,9804.25,-72960.55,73627.63391,999
12/9/2021 4:56,70.230377,-148.382812,-1359.05,9964.92,-73021.91,73711.23379,999
12/9/2021 4:57,70.230377,-148.382812,-1168.09,10023.87,-73082.3,73775.775,999
12/9/2021 4:58,70.230377,-148.382812,-1285,9999.94,-73192.07,73883.21282,999
12/9/2021 5:00,70.230377,-148.382812,-1316.44,10154.16,-73090.31,73804.02019,999
12/9/2021 5:01,70.230377,-148.382812,-1403.08,10155.47,-72878.05,73595.60025,999
12/9/2021 5:02,70.230377,-148.382812,-1421.23,10043.82,-72964.19,73665.94354,999
12/9/2021 5:03,70.230377,-148.382812,-1394.63,9996.41,-72852.7,73548.54929,999
12/9/2021 5:04,70.230377,-148.382812,-1300.07,9871.86,-72744.38,73422.67105,999
12/9/2021 5:05,70.230377,-148.382812,-1322.5,10005.84,-72904.14,73599.45292,999
12/9/2021 5:07,70.230377,-148.382812,-1262.63,10030.36,-72741.27,73440.4161,999
12/9/2021 5:08,70.230377,-148.382812,-1192.84,9944.82,-72664.45,73351.514,999
12/9/2021 5:09,70.230377,-148.382812,-1212.16,9990.19,-72676.14,73369.57512,999
12/9/2021 5:10,70.230377,-148.382812,-1220.7,9899.48,-72885.59,73564.93079,999
12/9/2021 5:11,70.230377,-148.382812,-1204.63,9924.54,-72739.69,73423.49848,999
12/9/2021 5:12,70.230377,-148.382812,-1110.15,9966.37,-72687.61,73376.08338,999
12/9/2021 5:14,70.230377,-148.382812,-1412.32,10008.17,-72778.37,73476.86203,999
12/9/2021 5:15,70.230377,-148.382812,-1374.12,9948.44,-72713.03,73403.29963,999
12/9/2021 5:16,70.230377,-148.382812,-1347.57,9956.77,-73027.52,73715.47932,999
12/9/2021 5:17,70.230377,-148.382812,-1353.35,9947.82,-72902.23,73590.25627,999
12/9/2021 5:18,70.230377,-148.382812,-1402.78,9991.77,-72738.3,73434.75707,999
12/9/2021 5:19,70.230377,-148.382812,-1312.61,10072.73,-72788.5,73493.86755,999
12/9/2021 5:21,70.230377,-148.382812,-1376.4,9993.26,-72779.2,73474.97312,999
12/9/2021 5:22,70.230377,-148.382812,-1486.4,9865.11,-72786.07,73466.60307,999
12/9/2021 5:23,70.230377,-148.382812,-1280.87,9805.33,-72721.93,73391.17268,999
12/9/2021 5:24,70.230377,-148.382812,-1276.76,9675.96,-72866.02,73516.74087,999
12/9/2021 5:25,70.230377,-148.382812,-1313.46,9774.03,-72968.63,73632.04332,999
12/9/2021 5:26,70.230377,-148.382812,-1280.1,9715,-72868.18,73524.08814,999
12/9/2021 5:28,70.230377,-148.382812,-1240.55,9916.92,-72918.27,73599.9889,999
12/9/2021 5:29,70.230377,-148.382812,-1142.49,9832.61,-73068.74,73736.19374,999
12/9/2021 5:30,70.230377,-148.382812,-1075.99,9598.47,-72786.28,73424.32115,999
12/9/2021 5:31,70.230377,-148.382812,-1161.11,9853.32,-73026.23,73697.12586,999
12/9/2021 5:32,70.230377,-148.382812,-1244.38,9767.31,-73144.81,73804.55309,999
12/9/2021 5:33,70.230377,-148.382812,-1301.76,9931.13,-73040.6,73724.15595,999
12/9/2021 5:35,70.230377,-148.382812,-1297,9955.48,-72895.5,73583.61034,999
12/9/2021 5:36,70.230377,-148.382812,-1174.25,9865.39,-72711.73,73387.33176,999
12/9/2021 5:37,70.230377,-148.382812,-1164.64,9919.13,-72944.57,73625.10318,999
12/9/2021 5:38,70.230377,-148.382812,-1214.38,9918.67,-72857.16,73539.2446,999
12/9/2021 5:39,70.230377,-148.382812,-1236.12,9840.85,-72823.93,73496.22509,999
12/9/2021 5:40,70.230377,-148.382812,-1275.54,9851.47,-72740.04,73415.20199,999
12/9/2021 5:42,70.230377,-148.382812,-1425.02,9891.69,-72762.87,73445.9765,999
12/9/2021 5:43,70.230377,-148.382812,-1467.92,9994.86,-73038.48,73733.78857,999
12/9/2021 5:44,70.230377,-148.382812,-1394.72,10060.96,-72943.38,73647.16455,999
12/9/2021 5:45,70.230377,-148.382812,-1195.42,9921.38,-72876.68,73558.6385,999
12/9/2021 5:46,70.230377,-148.382812,-1312.07,9950.04,-72867.01,73554.91805,999
12/9/2021 5:47,70.230377,-148.382812,-1282.26,9964.08,-72774.59,73464.74005,999
12/9/2021 5:49,70.230377,-148.382812,-1194.05,9863.55,-72744.16,73419.53547,999
12/9/2021 5:50,70.230377,-148.382812,-1379.42,9920.59,-72548.48,73236.62237,999
12/9/2021 5:51,70.230377,-148.382812,-1357.8,9911.98,-72743.54,73428.28869,999
12/9/2021 5:52,70.230377,-148.382812,-1210.03,9931.55,-72727.81,73412.76596,999
12/9/2021 5:53,70.230377,-148.382812,-1071.67,9961.21,-72600.69,73288.70561,999
12/9/2021 5:54,70.230377,-148.382812,-1222.03,9805.85,-72756.16,73424.15726,999
12/9/2021 5:56,70.230377,-148.382812,-1193.38,9903.6,-72817.76,73497.83412,999
12/9/2021 5:57,70.230377,-148.382812,-1227.33,9871.74,-73012.4,73686.96047,999
12/9/2021 5:58,70.230377,-148.382812,-1189.71,9941.83,-73046.23,73729.28259,999
12/9/2021 5:59,70.230377,-148.382812,-1241.86,9923.36,-72988.23,73670.19077,999
12/9/2021 6:00,70.230377,-148.382812,-1395.5,9862.19,-72943.53,73620.43725,999
12/9/2021 6:01,70.230377,-148.382812,-1248.19,9842.5,-72941.98,73613.62123,999
12/9/2021 6:03,70.230377,-148.382812,-1185.93,9843.6,-73068.55,73738.15763,999
12/9/2021 6:04,70.230377,-148.382812,-1083.52,9805.31,-73095.51,73758.19752,999
12/9/2021 6:05,70.230377,-148.382812,-1154.99,9696.2,-72847.97,73499.5036,999
12/9/2021 6:06,70.230377,-148.382812,-1325.18,9898.39,-72739.05,73421.41119,999
12/9/2021 6:07,70.230377,-148.382812,-1246.93,9928.05,-72556.28,73242.9845,999
12/9/2021 6:08,70.230377,-148.382812,-1066.73,9850.51,-72595.02,73268.05163,999
12/9/2021 6:10,70.230377,-148.382812,-1174.15,9739.8,-72627.45,73287.03041,999
12/9/2021 6:11,70.230377,-148.382812,-974.15,9959.14,-72701.25,73386.68264,999
12/9/2021 6:12,70.230377,-148.382812,-1001.6,9974.04,-72689.91,73377.84197,999
12/9/2021 6:13,70.230377,-148.382812,-1223.45,9894.51,-72916.55,73594.98231,999
12/9/2021 6:14,70.230377,-148.382812,-1203.8,9838.69,-72704.95,73377.5082,999
12/9/2021 6:15,70.230377,-148.382812,-1333.64,9804.33,-72980.98,73648.67225,999
12/9/2021 6:17,70.230377,-148.382812,-1191.1,9918.85,-72713.41,73396.47334,999
12/9/2021 6:18,70.230377,-148.382812,-1379.64,9883.03,-72865.8,73545.92102,999
12/9/2021 6:19,70.230377,-148.382812,-1301.74,9907.96,-73110.37,73790.16466,999
12/9/2021 6:20,70.230377,-148.382812,-1255.57,9714.88,-72911.92,73566.99958,999
12/9/2021 6:21,70.230377,-148.382812,-1396.17,9821.39,-72595.81,73270.46214,999
12/9/2021 6:22,70.230377,-148.382812,-1323.24,9781.07,-72684.95,73352.04326,999
12/9/2021 6:24,70.230377,-148.382812,-1226.85,9825.56,-72601.88,73274.00473,999
12/9/2021 6:25,70.230377,-148.382812,-1315.9,9833.18,-72567.69,73242.69693,999
12/9/2021 6:26,70.230377,-148.382812,-1417.61,9824.41,-72609.93,73285.26854,999
12/9/2021 6:27,70.230377,-148.382812,-1332.84,9785.98,-72435.02,73105.22546,999
12/9/2021 6:28,70.230377,-148.382812,-1244.54,9633.13,-72846.37,73491.08582,999
12/9/2021 6:29,70.230377,-148.382812,-1274.14,9684.51,-72745.01,73397.88585,999
12/9/2021 6:31,70.230377,-148.382812,-1305.6,9774.62,-72697.22,73363.026,999
12/9/2021 6:32,70.230377,-148.382812,-1220.11,9720.77,-72893.23,73548.65748,999
12/9/2021 6:33,70.230377,-148.382812,-1326.28,9852.37,-72905.31,73579.97309,999
12/9/2021 6:34,70.230377,-148.382812,-1362.46,9660.36,-72731.84,73383.23652,999
12/9/2021 6:35,70.230377,-148.382812,-1267.83,9830.18,-72666.63,73339.47741,999
12/9/2021 6:36,70.230377,-148.382812,-1380.72,9797.08,-72540.48,73212.09192,999
12/9/2021 6:38,70.230377,-148.382812,-1374.5,9832.16,-72829.03,73502.57296,999
12/9/2021 6:39,70.230377,-148.382812,-1391.6,9825.27,-72886.66,73559.07617,999
12/9/2021 6:40,70.230377,-148.382812,-1196.9,9758.76,-72795.77,73456.72261,999
12/9/2021 6:41,70.230377,-148.382812,-1354.85,9944.24,-72667.4,73357.17109,999
12/9/2021 6:42,70.230377,-148.382812,-1239.98,9788.72,-72639.66,73306.7309,999
12/9/2021 6:43,70.230377,-148.382812,-1198.73,9836.31,-72782.03,73453.48078,999
12/9/2021 6:45,70.230377,-148.382812,-1314.39,9802.86,-72994.8,73661.82534,999
12/9/2021 6:46,70.230377,-148.382812,-1330.12,9880.62,-72709.65,73389.97938,999
12/9/2021 6:47,70.230377,-148.382812,-1330.45,9869.42,-72613.32,73293.04053,999
12/9/2021 6:48,70.230377,-148.382812,-1462.77,9847.17,-72452.84,73133.57968,999
12/9/2021 6:49,70.230377,-148.382812,-1391.05,9912.41,-72793.71,73478.67111,999
12/9/2021 6:50,70.230377,-148.382812,-1493.41,9845.36,-72767.92,73446.11336,999
12/9/2021 6:52,70.230377,-148.382812,-1296.01,9801.17,-72845.91,73513.73463,999
12/9/2021 6:53,70.230377,-148.382812,-1302.16,9900.84,-72900.62,73581.40152,999
12/9/2021 6:54,70.230377,-148.382812,-1326.61,9892.34,-72943.81,73623.48608,999
12/9/2021 6:55,70.230377,-148.382812,-1261.06,9632.45,-72897.69,73542.14827,999
12/9/2021 6:56,70.230377,-148.382812,-1296.97,9806.46,-73042.09,73708.85768,999
12/9/2021 6:57,70.230377,-148.382812,-1455.13,9944.39,-73005.15,73693.69188,999
12/9/2021 6:59,70.230377,-148.382812,-1306.42,9803.3,-72695.93,73365.58909,999
12/9/2021 7:00,70.230377,-148.382812,-1310.09,9623.06,-72668.7,73314.79782,999
12/9/2021 7:01,70.230377,-148.382812,-1320.14,9751.15,-72754.9,73417.322,999
12/9/2021 7:02,70.230377,-148.382812,-1243.01,9660.42,-72944.41,73591.81842,999
12/9/2021 7:03,70.230377,-148.382812,-1285.53,9822.58,-73115.12,73783.17178,999
12/9/2021 7:04,70.230377,-148.382812,-1211.68,9939.01,-72752.63,73438.39091,999
12/9/2021 7:06,70.230377,-148.382812,-1177.82,9730.5,-72564.4,73223.37084,999
12/9/2021 7:07,70.230377,-148.382812,-1192.68,9709.11,-72868.89,73522.5437,999
12/9/2021 7:08,70.230377,-148.382812,-1316.8,9688.18,-72706.72,73361.17452,999
12/9/2021 7:09,70.230377,-148.382812,-1320.25,9639.05,-72755.49,73403.10395,999
12/9/2021 7:10,70.230377,-148.382812,-1213.17,9680.28,-72848.45,73498.81815,999
12/9/2021 7:11,70.230377,-148.382812,-1257.55,9748.42,-72724.53,73385.76421,999
12/9/2021 7:13,70.230377,-148.382812,-1281.16,9780.33,-72705.77,73371.8285,999
12/9/2021 7:14,70.230377,-148.382812,-1182.28,9728.58,-72556.25,73215.11093,999
12/9/2021 7:15,70.230377,-148.382812,-1325.26,9818.97,-72646.79,73319.33294,999
12/9/2021 7:16,70.230377,-148.382812,-1385.81,9827.01,-72786.21,73459.66894,999
12/9/2021 7:17,70.230377,-148.382812,-1360.35,9889.04,-72946.75,73626.57129,999
12/9/2021 7:18,70.230377,-148.382812,-1279.23,9837.9,-72706.27,73379.98639,999
12/9/2021 7:20,70.230377,-148.382812,-1343.46,10052.68,-72925.59,73627.46048,999
12/9/2021 7:21,70.230377,-148.382812,-1241.65,9950.64,-72633.54,73322.49358,999
12/9/2021 7:22,70.230377,-148.382812,-1174.93,9977.47,-72758.38,73448.70474,999
12/9/2021 7:23,70.230377,-148.382812,-1152.53,9856.92,-72772.98,73446.53712,999
12/9/2021 7:24,70.230377,-148.382812,-1247.41,9994.18,-72769.43,73463.11733,999
12/9/2021 7:25,70.230377,-148.382812,-1218.8,10002.46,-73033.63,73725.47586,999
12/9/2021 7:27,70.230377,-148.382812,-1298.52,9978.74,-73127.66,73816.77359,999
12/9/2021 7:28,70.230377,-148.382812,-1172.76,10018.99,-72946.12,73640.28754,999
12/9/2021 7:29,70.230377,-148.382812,-1136.75,10069.19,-72939.16,73639.67578,999
12/9/2021 7:30,70.230377,-148.382812,-1245.94,10140.99,-72857.57,73570.49375,999
12/9/2021 7:31,70.230377,-148.382812,-1189.73,10076.33,-72915.49,73618.04511,999
12/9/2021 7:32,70.230377,-148.382812,-1078.93,10126.67,-73132.01,73837.68971,999
12/9/2021 7:34,70.230377,-148.382812,-1080.46,9967.44,-73106.6,73790.86812,999
12/9/2021 7:35,70.230377,-148.382812,-1211.91,9886.54,-72839.57,73517.44934,999
12/9/2021 7:36,70.230377,-148.382812,-1347.1,9898.43,-72997.14,73677.51382,999
12/9/2021 7:37,70.230377,-148.382812,-1292.68,9896.03,-72708.38,73390.12845,999
12/9/2021 7:38,70.230377,-148.382812,-1369.14,9853.88,-72764.93,73441.8718,999
12/9/2021 7:39,70.230377,-148.382812,-1339.35,9805.54,-72879.38,73548.25968,999
12/9/2021 7:41,70.230377,-148.382812,-1547.66,9873.68,-73020.73,73701.50486,999
12/9/2021 7:42,70.230377,-148.382812,-1378.74,9925.68,-72853.85,73539.809,999
12/9/2021 7:43,70.230377,-148.382812,-1359.48,9958.91,-72829.36,73519.68275,999
12/9/2021 7:44,70.230377,-148.382812,-1300.33,9928.61,-72734.62,73420.65855,999
12/9/2021 7:45,70.230377,-148.382812,-1160.42,9815.67,-72828.97,73496.61777,999
12/9/2021 7:46,70.230377,-148.382812,-1127.31,9839.29,-72999.75,73668.48686,999
12/9/2021 7:48,70.230377,-148.382812,-1191.5,9862.26,-72969.72,73642.81283,999
12/9/2021 7:49,70.230377,-148.382812,-1281.39,10021.05,-72970.76,73666.78504,999
12/9/2021 7:50,70.230377,-148.382812,-1203.93,10193.19,-72864.6,73583.96906,999
12/9/2021 7:51,70.230377,-148.382812,-1185.06,10075.45,-73061.62,73762.58792,999
12/9/2021 7:52,70.230377,-148.382812,-1280.79,10075.75,-73009.24,73712.34826,999
12/9/2021 7:53,70.230377,-148.382812,-1360.29,9905.45,-72880.55,73563.18982,999
12/9/2021 7:55,70.230377,-148.382812,-1287.22,9869.22,-72922.16,73598.23271,999
12/9/2021 7:56,70.230377,-148.382812,-1282.1,9777.91,-72904.62,73568.57292,999
12/9/2021 7:57,70.230377,-148.382812,-1225.36,9860.05,-72686.65,73362.6007,999
12/9/2021 7:58,70.230377,-148.382812,-1406.5,9921.98,-72739.09,73426.14755,999
12/9/2021 7:59,70.230377,-148.382812,-1129.16,9899.51,-72542.49,73223.54919,999
12/9/2021 8:00,70.230377,-148.382812,-1123.3,9876.97,-72694.48,73371.00082,999
12/9/2021 8:02,70.230377,-148.382812,-1027.44,9955.27,-72596.18,73282.79733,999
12/9/2021 8:03,70.230377,-148.382812,-861.24,9963.55,-72465.47,73152.29597,999
12/9/2021 8:04,70.230377,-148.382812,-1077.98,9962.87,-72454.73,73144.43737,999
12/9/2021 8:05,70.230377,-148.382812,-928.08,10137.49,-72407.26,73119.36362,999
12/9/2021 8:06,70.230377,-148.382812,-1198.23,9932.08,-72502.73,73189.67021,999
12/9/2021 8:07,70.230377,-148.382812,-1186.07,9936.1,-72618.98,73305.17786,999
12/9/2021 8:09,70.230377,-148.382812,-1259.09,9974.45,-72759.41,73450.70935,999
12/9/2021 8:10,70.230377,-148.382812,-1131.56,9930.94,-72637.9,73322.36026,999
12/9/2021 8:11,70.230377,-148.382812,-1219.13,9870.63,-72669.65,73347.0766,999
12/9/2021 8:12,70.230377,-148.382812,-1196.29,9890.31,-72566.8,73247.45596,999
12/9/2021 8:13,70.230377,-148.382812,-1066.06,10099.61,-72354.34,73063.59643,999
12/9/2021 8:14,70.230377,-148.382812,-1080.64,10035.94,-72339.9,73040.73525,999
12/9/2021 8:16,70.230377,-148.382812,-1111.15,9992.35,-72435.88,73130.28391,999
12/9/2021 8:17,70.230377,-148.382812,-1110.13,10130.48,-72221.94,72937.42271,999
12/9/2021 8:18,70.230377,-148.382812,-1099.35,10171.07,-72316.81,73036.84169,999
12/9/2021 8:19,70.230377,-148.382812,-1352.01,10030.15,-72209.52,72915.33871,999
