Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2021-12-15 01:17:24,70.230690,-148.382050,-18213.23,15756.09,-56236.61,999.00
2021-12-15 01:18:34,70.230690,-148.382050,-19339.11,24333.07,-64884.49,999.00
2021-12-15 01:19:44,70.230690,-148.382050,-19512.05,24649.42,-65612.59,999.00
2021-12-15 01:20:54,70.230690,-148.382050,-19529.50,24789.06,-66327.82,999.00
2021-12-15 01:22:04,70.230690,-148.382050,-19619.20,24841.28,-66754.98,999.00
2021-12-15 01:23:14,70.230690,-148.382050,-19611.61,24915.33,-66909.20,999.00
2021-12-15 01:24:24,70.230690,-148.382050,-19519.71,24981.92,-67136.55,999.00
2021-12-15 01:25:34,70.230690,-148.382050,-19764.09,24996.18,-67301.29,999.00
2021-12-15 01:26:44,70.230690,-148.382050,-19630.22,24982.69,-67485.55,999.00
2021-12-15 01:27:54,70.230690,-148.382050,-19542.13,24940.34,-67606.73,999.00
2021-12-15 01:29:04,70.230690,-148.382050,-19602.36,25006.72,-67760.48,999.00
2021-12-15 01:30:14,70.230690,-148.382050,-19801.01,25044.58,-67727.16,999.00
2021-12-15 01:31:24,70.230690,-148.382050,-19776.43,25083.12,-67918.51,999.00
2021-12-15 01:32:34,70.230690,-148.382050,-19711.80,25035.62,-67750.79,999.00
2021-12-15 01:33:44,70.230690,-148.382050,-19981.62,25077.99,-67897.15,999.00
2021-12-15 01:34:54,70.230690,-148.382050,-19937.25,25142.19,-67897.18,999.00
2021-12-15 01:36:04,70.230690,-148.382050,-19999.88,25175.70,-67788.54,999.00
2021-12-15 01:37:14,70.230690,-148.382050,-20154.54,25139.48,-68034.42,999.00
2021-12-15 01:38:24,70.230690,-148.382050,-19931.25,25224.61,-67914.27,999.00
2021-12-15 01:39:34,70.230690,-148.382050,-19914.53,25159.61,-67844.11,999.00
2021-12-15 01:40:44,70.230690,-148.382050,-19973.16,25164.02,-68021.34,999.00
2021-12-15 01:41:54,70.230690,-148.382050,-19759.04,24999.52,-68037.55,999.00
2021-12-15 01:43:04,70.230690,-148.382050,-19734.94,25144.34,-67790.13,999.00
