Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2022-03-14 18:26:12,70.230698,-148.381805,-40816.61,-16420.38,-55001.70,999.00
2022-03-14 18:27:22,70.230698,-148.381805,-40875.26,-16397.04,-54744.45,999.00
2022-03-14 18:28:32,70.230698,-148.381805,-40671.72,-16266.82,-54905.68,999.00
2022-03-14 18:29:42,70.230698,-148.381805,-40812.01,-16194.14,-54921.89,999.00
2022-03-14 18:30:52,70.230698,-148.381805,-40739.71,-16155.91,-54801.86,999.00
2022-03-14 18:32:02,70.230698,-148.381805,-40870.20,-16254.40,-54687.92,999.00
2022-03-14 18:33:12,70.230698,-148.381805,-40897.55,-16425.78,-54783.47,999.00
2022-03-14 18:34:22,70.230698,-148.381805,-40848.45,-16418.33,-54718.19,999.00
2022-03-14 18:35:32,70.230698,-148.381805,-40800.19,-16301.00,-54797.37,999.00
2022-03-14 18:36:42,70.230698,-148.381805,-40861.87,-16361.75,-54930.50,999.00
2022-03-14 18:37:52,70.230698,-148.381805,-40635.49,-16367.85,-54961.88,999.00
2022-03-14 18:39:02,70.230698,-148.381805,-40687.87,-16433.78,-55013.86,999.00
2022-03-14 18:40:12,70.230698,-148.381805,-40736.72,-16565.40,-54902.06,999.00
2022-03-14 18:41:22,70.230698,-148.381805,-40815.33,-16526.27,-54743.59,999.00
2022-03-14 18:42:32,70.230698,-148.381805,-40836.08,-16414.86,-55096.26,999.00
2022-03-14 18:43:42,70.230698,-148.381805,-40917.11,-16474.12,-55033.18,999.00
2022-03-14 18:44:52,70.230698,-148.381805,-41006.65,-16550.01,-55003.55,999.00
2022-03-14 18:46:02,70.230698,-148.381805,-40788.75,-16397.16,-54758.64,999.00
2022-03-14 18:47:12,70.230698,-148.381805,-40762.91,-16309.88,-54861.93,999.00
2022-03-14 18:48:22,70.230698,-148.381805,-40780.42,-16390.40,-55046.25,999.00
2022-03-14 18:49:32,70.230698,-148.381805,-40640.30,-16411.67,-54992.61,999.00
2022-03-14 18:50:42,70.230698,-148.381805,-40694.56,-16380.77,-54811.54,999.00
2022-03-14 18:51:52,70.230698,-148.381805,-40626.09,-16341.95,-54784.99,999.00
2022-03-14 18:53:02,70.230698,-148.381805,-40699.16,-16324.07,-54844.50,999.00
2022-03-14 18:54:12,70.230698,-148.381805,-40712.49,-16316.36,-54991.19,999.00
2022-03-14 18:55:22,70.230698,-148.381805,-40489.67,-16344.37,-54972.48,999.00
2022-03-14 18:56:32,70.230698,-148.381805,-40627.00,-16406.13,-54703.30,999.00
2022-03-14 18:57:42,70.230698,-148.381805,-40686.98,-16395.40,-54843.50,999.00
2022-03-14 18:58:52,70.230698,-148.381805,-40693.03,-16445.06,-54886.30,999.00
2022-03-14 19:00:02,70.230698,-148.381805,-40672.80,-16440.56,-54758.05,999.00
2022-03-14 19:01:12,70.230698,-148.381805,-40775.31,-16371.37,-54823.82,999.00
2022-03-14 19:02:22,70.230698,-148.381805,-40724.42,-16363.92,-54946.27,999.00
2022-03-14 19:03:32,70.230698,-148.381805,-40594.47,-16398.05,-54871.62,999.00
2022-03-14 19:04:42,70.230698,-148.381805,-40614.35,-16377.84,-54861.20,999.00
2022-03-14 19:05:52,70.230698,-148.381805,-40583.26,-16366.16,-54813.16,999.00
2022-03-14 19:07:02,70.230698,-148.381805,-40563.51,-16310.88,-54719.47,999.00
2022-03-14 19:08:12,70.230698,-148.381805,-40589.46,-16445.62,-54883.58,999.00
2022-03-14 19:09:22,70.230698,-148.381805,-40665.40,-16474.47,-55032.71,999.00
