Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2021-12-19 19:29:00,70.230652,-148.381943,-18378.95,24218.98,-56213.66,999.00
2021-12-19 19:30:10,70.230652,-148.381943,-14784.67,33921.32,-68657.77,999.00
2021-12-19 19:31:20,70.230652,-148.381943,-14679.82,34104.27,-69230.55,999.00
2021-12-19 19:32:30,70.230652,-148.381943,-14854.81,34167.38,-69602.05,999.00
2021-12-19 19:33:40,70.230652,-148.381943,-14842.86,34503.18,-70481.18,999.00
2021-12-19 19:34:50,70.230652,-148.381943,-14910.89,34733.47,-70859.86,999.00
2021-12-19 19:36:00,70.230652,-148.381943,-14937.15,34913.83,-70853.68,999.00
2021-12-19 19:37:10,70.230652,-148.381943,-15161.10,34953.93,-71185.53,999.00
2021-12-19 19:38:20,70.230652,-148.381943,-14999.12,35085.04,-71389.82,999.00
2021-12-19 19:39:30,70.230652,-148.381943,-14954.86,35034.19,-71909.65,999.00
2021-12-19 19:40:40,70.230652,-148.381943,-15213.44,35028.99,-72126.85,999.00
2021-12-19 19:41:50,70.230652,-148.381943,-15002.88,35092.19,-72305.74,999.00
2021-12-19 19:43:00,70.230652,-148.381943,-15134.19,35148.96,-72261.29,999.00
2021-12-19 19:44:10,70.230652,-148.381943,-15041.60,35188.34,-72302.68,999.00
2021-12-19 19:45:20,70.230652,-148.381943,-15237.82,35043.86,-72845.80,999.00
2021-12-19 19:46:30,70.230652,-148.381943,-15204.67,35133.51,-72752.20,999.00
2021-12-19 19:47:40,70.230652,-148.381943,-15219.36,35206.72,-72677.29,999.00
2021-12-19 19:48:50,70.230652,-148.381943,-15037.40,35122.51,-72874.38,999.00
2021-12-19 19:50:00,70.230652,-148.381943,-15256.61,35038.55,-73137.12,999.00
2021-12-19 19:51:10,70.230652,-148.381943,-15245.60,35093.54,-73324.66,999.00
2021-12-19 19:52:20,70.230652,-148.381943,-15328.75,35090.71,-73412.01,999.00
2021-12-19 19:53:30,70.230652,-148.381943,-15254.90,35161.26,-73663.55,999.00
2021-12-19 19:54:40,70.230652,-148.381943,-15163.76,35153.38,-73566.98,999.00
2021-12-19 19:55:50,70.230652,-148.381943,-15280.62,35197.29,-73510.54,999.00
2021-12-19 19:57:00,70.230652,-148.381943,-15170.11,35370.55,-73166.63,999.00
2021-12-19 19:58:10,70.230652,-148.381943,-15259.45,35427.39,-73442.98,999.00
2021-12-19 19:59:20,70.230652,-148.381943,-15238.99,35323.23,-73556.20,999.00
2021-12-19 20:00:30,70.230652,-148.381943,-15283.39,35247.33,-73543.23,999.00
2021-12-19 20:01:40,70.230652,-148.381943,-15404.28,35267.09,-73614.76,999.00
2021-12-19 20:02:50,70.230652,-148.381943,-15586.96,35477.99,-73486.70,999.00
2021-12-19 20:04:00,70.230652,-148.381943,-15435.77,35421.57,-73361.20,999.00
2021-12-19 20:05:10,70.230652,-148.381943,-15361.70,35403.57,-73324.62,999.00
2021-12-19 20:06:20,70.230652,-148.381943,-15431.00,35248.13,-73543.45,999.00
2021-12-19 20:07:30,70.230652,-148.381943,-15260.71,35337.91,-73508.49,999.00
2021-12-19 20:08:40,70.230652,-148.381943,-15296.16,35296.53,-73737.38,999.00
2021-12-19 20:09:50,70.230652,-148.381943,-15338.77,35385.37,-73990.96,999.00
2021-12-19 20:11:00,70.230652,-148.381943,-15390.54,35413.43,-74028.34,999.00
2021-12-19 20:12:10,70.230652,-148.381943,-15506.87,35223.62,-73938.95,999.00
2021-12-19 20:13:20,70.230652,-148.381943,-15260.98,35269.60,-73661.12,999.00
2021-12-19 20:14:30,70.230652,-148.381943,-15343.66,35261.73,-73896.73,999.00
2021-12-19 20:15:40,70.230652,-148.381943,-15485.99,35301.13,-73987.59,999.00
2021-12-19 20:16:50,70.230652,-148.381943,-15440.67,35582.54,-74042.24,999.00
2021-12-19 20:18:00,70.230652,-148.381943,-15413.58,35340.00,-74211.27,999.00
2021-12-19 20:19:10,70.230652,-148.381943,-15471.24,35383.49,-73919.54,999.00
2021-12-19 20:20:20,70.230652,-148.381943,-15432.66,35376.20,-73922.79,999.00
2021-12-19 20:21:30,70.230652,-148.381943,-15720.19,35253.43,-73809.97,999.00
2021-12-19 20:22:40,70.230652,-148.381943,-15606.29,35295.20,-73755.48,999.00
2021-12-19 20:23:50,70.230652,-148.381943,-15512.56,35223.90,-73809.78,999.00
2021-12-19 20:25:00,70.230652,-148.381943,-15628.95,35235.39,-74003.04,999.00
2021-12-19 20:26:10,70.230652,-148.381943,-15457.53,35293.32,-74070.71,999.00
2021-12-19 20:27:20,70.230652,-148.381943,-15477.63,35203.73,-73990.70,999.00
2021-12-19 20:28:30,70.230652,-148.381943,-15520.49,35171.94,-73898.15,999.00
2021-12-19 20:29:40,70.230652,-148.381943,-15369.44,35211.09,-74150.45,999.00
2021-12-19 20:30:50,70.230652,-148.381943,-15480.50,35130.96,-74005.90,999.00
2021-12-19 20:32:00,70.230652,-148.381943,-15537.25,35231.23,-74085.57,999.00
2021-12-19 20:33:10,70.230652,-148.381943,-15440.03,35186.17,-74001.18,999.00
2021-12-19 20:34:20,70.230652,-148.381943,-15540.42,35138.73,-73702.38,999.00
2021-12-19 20:35:30,70.230652,-148.381943,-15625.93,35121.97,-74028.82,999.00
2021-12-19 20:36:40,70.230652,-148.381943,-15448.55,35111.61,-73909.81,999.00
2021-12-19 20:37:50,70.230652,-148.381943,-15281.71,35105.51,-73982.02,999.00
2021-12-19 20:39:00,70.230652,-148.381943,-15289.63,35299.42,-73939.27,999.00
2021-12-19 20:40:10,70.230652,-148.381943,-15431.29,35239.02,-74123.20,999.00
2021-12-19 20:41:20,70.230652,-148.381943,-15441.07,35125.36,-74119.63,999.00
2021-12-19 20:42:30,70.230652,-148.381943,-15662.40,35180.64,-74187.03,999.00
2021-12-19 20:43:40,70.230652,-148.381943,-15759.27,35197.85,-74283.72,999.00
2021-12-19 20:44:50,70.230652,-148.381943,-15554.08,35290.22,-74098.05,999.00
2021-12-19 20:46:00,70.230652,-148.381943,-15834.87,35317.97,-74050.63,999.00
2021-12-19 20:47:10,70.230652,-148.381943,-15941.42,35269.82,-73847.62,999.00
2021-12-19 20:48:20,70.230652,-148.381943,-15859.99,35289.46,-73906.40,999.00
2021-12-19 20:49:30,70.230652,-148.381943,-15742.99,35275.43,-73751.55,999.00
2021-12-19 20:50:40,70.230652,-148.381943,-15709.01,35239.36,-73647.69,999.00
2021-12-19 20:51:50,70.230652,-148.381943,-15520.72,35175.42,-73688.33,999.00
2021-12-19 20:53:00,70.230652,-148.381943,-15427.29,35180.68,-73944.05,999.00
2021-12-19 20:54:10,70.230652,-148.381943,-15566.16,35217.05,-73866.06,999.00
2021-12-19 20:55:20,70.230652,-148.381943,-15687.67,35226.04,-73757.05,999.00
2021-12-19 20:56:30,70.230652,-148.381943,-15742.92,35295.65,-73975.10,999.00
2021-12-19 20:57:40,70.230652,-148.381943,-15588.49,35297.93,-73821.90,999.00
2021-12-19 20:58:50,70.230652,-148.381943,-15750.89,35332.94,-73940.78,999.00
2021-12-19 21:00:00,70.230652,-148.381943,-15880.72,35338.79,-74061.52,999.00
2021-12-19 21:01:10,70.230652,-148.381943,-15935.17,35136.85,-74009.75,999.00
2021-12-19 21:02:20,70.230652,-148.381943,-15667.62,35172.86,-73686.30,999.00
2021-12-19 21:03:30,70.230652,-148.381943,-15740.30,35246.29,-73883.30,999.00
2021-12-19 21:04:40,70.230652,-148.381943,-15783.60,35131.70,-74042.35,999.00
2021-12-19 21:05:50,70.230652,-148.381943,-15819.72,35097.15,-74131.72,999.00
2021-12-19 21:07:00,70.230652,-148.381943,-15822.80,34979.38,-74103.80,999.00
2021-12-19 21:08:10,70.230652,-148.381943,-15693.55,35020.29,-73969.77,999.00
2021-12-19 21:09:20,70.230652,-148.381943,-15729.98,34971.12,-73947.39,999.00
2021-12-19 21:10:30,70.230652,-148.381943,-15655.14,34934.21,-74060.68,999.00
2021-12-19 21:11:40,70.230652,-148.381943,-15684.95,34985.39,-74002.70,999.00
2021-12-19 21:12:50,70.230652,-148.381943,-15633.24,35119.38,-74223.98,999.00
2021-12-19 21:14:00,70.230652,-148.381943,-15721.59,35108.79,-74129.12,999.00
2021-12-19 21:15:10,70.230652,-148.381943,-15778.07,35113.91,-74297.84,999.00
2021-12-19 21:16:20,70.230652,-148.381943,-15750.70,35204.82,-74043.57,999.00
2021-12-19 21:17:30,70.230652,-148.381943,-15678.63,35191.38,-73999.95,999.00
2021-12-19 21:18:40,70.230652,-148.381943,-15667.64,35108.04,-73869.46,999.00
2021-12-19 21:19:50,70.230652,-148.381943,-15775.70,35058.12,-73868.75,999.00
2021-12-19 21:21:00,70.230652,-148.381943,-15754.09,35227.85,-73839.98,999.00
2021-12-19 21:22:10,70.230652,-148.381943,-15861.43,35182.59,-73643.20,999.00
2021-12-19 21:23:20,70.230652,-148.381943,-15945.77,35180.04,-73878.59,999.00
2021-12-19 21:24:30,70.230652,-148.381943,-15695.15,35208.44,-73999.69,999.00
2021-12-19 21:25:40,70.230652,-148.381943,-15663.70,35208.03,-73854.77,999.00
2021-12-19 21:26:50,70.230652,-148.381943,-15770.85,35210.97,-73941.99,999.00
2021-12-19 21:28:00,70.230652,-148.381943,-15882.99,35238.67,-74142.94,999.00
2021-12-19 21:29:10,70.230652,-148.381943,-15813.10,35345.39,-73975.03,999.00
2021-12-19 21:30:20,70.230652,-148.381943,-15687.18,35319.59,-74073.10,999.00
2021-12-19 21:31:30,70.230652,-148.381943,-15722.72,35251.04,-73781.80,999.00
2021-12-19 21:32:40,70.230652,-148.381943,-15708.21,35158.27,-73796.43,999.00
2021-12-19 21:33:50,70.230652,-148.381943,-15495.82,35121.16,-73921.05,999.00
2021-12-19 21:35:00,70.230652,-148.381943,-15674.16,35181.78,-74178.72,999.00
2021-12-19 21:36:10,70.230652,-148.381943,-15708.59,35188.91,-74185.55,999.00
2021-12-19 21:37:20,70.230652,-148.381943,-15614.01,35072.07,-74000.32,999.00
2021-12-19 21:38:30,70.230652,-148.381943,-15536.33,35278.40,-74213.62,999.00
2021-12-19 21:39:40,70.230652,-148.381943,-15822.65,35225.80,-74157.49,999.00
2021-12-19 21:40:50,70.230652,-148.381943,-15628.45,35215.03,-74316.54,999.00
2021-12-19 21:42:00,70.230652,-148.381943,-15632.28,35121.17,-74186.88,999.00
2021-12-19 21:43:10,70.230652,-148.381943,-15736.71,35079.18,-74233.92,999.00
2021-12-19 21:44:20,70.230652,-148.381943,-15750.53,35135.49,-73910.71,999.00
2021-12-19 21:45:30,70.230652,-148.381943,-15725.01,35257.30,-74181.30,999.00
2021-12-19 21:46:40,70.230652,-148.381943,-15785.55,35102.32,-73882.91,999.00
2021-12-19 21:47:50,70.230652,-148.381943,-15839.02,35039.56,-74135.82,999.00
2021-12-19 21:49:00,70.230652,-148.381943,-15762.72,35160.55,-74107.01,999.00
