Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2022-03-14 07:25:14,39.992393,-105.247711,47752.73,6301.48,47335.13
2022-03-14 07:25:24,39.992393,-105.247711,47651.49,6102.48,47259.11
2022-03-14 07:25:34,39.992393,-105.247711,47730.25,6168.09,47330.02
2022-03-14 07:25:44,39.992393,-105.247711,47571.28,5946.69,47198.13
2022-03-14 07:25:54,39.992393,-105.247711,47241.86,6053.45,46852.41
2022-03-14 07:26:04,39.992393,-105.247711,47478.16,5999.00,47097.64
2022-03-14 07:26:14,39.992393,-105.247711,47501.85,5999.33,47121.48
2022-03-14 07:26:24,39.992393,-105.247711,47574.58,6239.06,47163.70
2022-03-14 07:26:34,39.992393,-105.247711,47675.11,6170.26,47274.13
2022-03-14 07:26:44,39.992393,-105.247711,47871.44,6196.97,47468.64
2022-03-14 07:26:54,39.992393,-105.247711,47697.80,5981.88,47321.21
2022-03-14 07:27:04,39.992393,-105.247711,47797.63,6139.85,47401.64
2022-03-14 07:27:14,39.992393,-105.247711,47794.06,6196.81,47390.63
2022-03-14 07:27:24,39.992393,-105.247711,48026.93,6139.20,47632.93
2022-03-14 07:27:34,39.992393,-105.247711,47631.26,6160.47,47231.20
2022-03-14 07:27:44,39.992393,-105.247711,47591.01,6164.55,47190.07
2022-03-14 07:27:54,39.992393,-105.247711,47116.54,6017.32,46730.72
2022-03-14 07:28:04,39.992393,-105.247711,47531.39,6107.72,47137.34
2022-03-14 07:28:14,39.992393,-105.247711,47615.51,6087.90,47224.72
2022-03-14 07:28:24,39.992393,-105.247711,47574.12,6018.21,47191.93
2022-03-14 07:28:34,39.992393,-105.247711,47578.55,6071.69,47189.54
2022-03-14 07:28:44,39.992393,-105.247711,47279.77,5953.76,46903.41
2022-03-14 07:28:54,39.992393,-105.247711,47602.61,6299.91,47183.89
2022-03-14 07:29:04,39.992393,-105.247711,47643.38,6125.25,47248.00
2022-03-14 07:29:14,39.992393,-105.247711,47961.06,6093.43,47572.40
2022-03-14 07:29:24,39.992393,-105.247711,47496.77,6059.65,47108.64
2022-03-14 07:29:34,39.992393,-105.247711,47745.35,6150.88,47347.49
2022-03-14 07:29:44,39.992393,-105.247711,47772.32,6208.39,47367.19
2022-03-14 07:29:54,39.992393,-105.247711,47780.73,6179.57,47379.44
2022-03-14 07:30:04,39.992393,-105.247711,47956.98,6132.96,47563.20
2022-03-14 07:30:14,39.992393,-105.247711,47468.09,6035.62,47082.81
2022-03-14 07:30:24,39.992393,-105.247711,48033.82,6263.05,47623.75
2022-03-14 07:30:34,39.992393,-105.247711,47712.94,6147.81,47315.21
2022-03-14 07:30:44,39.992393,-105.247711,47545.19,6050.03,47158.69
2022-03-14 07:30:54,39.992393,-105.247711,47716.45,5926.15,47347.02
2022-03-14 07:31:04,39.992393,-105.247711,47700.30,6056.08,47314.30
2022-03-14 07:31:14,39.992393,-105.247711,47761.95,6132.09,47366.66
2022-03-14 07:31:24,39.992393,-105.247711,47657.82,5981.12,47281.01
2022-03-14 07:31:34,39.992393,-105.247711,47521.38,5899.58,47153.76
2022-03-14 07:31:44,39.992393,-105.247711,47472.31,5976.56,47094.60
2022-03-14 07:31:54,39.992393,-105.247711,47474.87,5996.26,47094.67
2022-03-14 07:32:04,39.992393,-105.247711,48213.06,6152.92,47818.83
2022-03-14 07:32:14,39.992393,-105.247711,47727.31,6021.57,47345.93
2022-03-14 07:32:24,39.992393,-105.247711,47652.63,6042.24,47268.01
2022-03-14 07:32:34,39.992393,-105.247711,48041.27,6522.37,47596.45
2022-03-14 07:32:44,39.992393,-105.247711,47999.21,6080.28,47612.55
2022-03-14 07:32:54,39.992393,-105.247711,47564.05,5969.95,47187.91
2022-03-14 07:33:04,39.992393,-105.247711,47897.71,5981.18,47522.80
2022-03-14 07:33:14,39.992393,-105.247711,47703.55,6037.62,47319.93
2022-03-14 07:33:24,39.992393,-105.247711,47991.56,6090.93,47603.47
2022-03-14 07:33:34,39.992393,-105.247711,47411.41,6179.86,47006.93
2022-03-14 07:33:44,39.992393,-105.247711,47999.26,6609.35,47542.04
2022-03-14 07:33:54,39.992393,-105.247711,47979.27,6183.16,47579.18
2022-03-14 07:34:04,39.992393,-105.247711,47600.44,6055.04,47213.75
2022-03-14 07:34:14,39.992393,-105.247711,47731.02,6091.04,47340.78
2022-03-14 07:34:24,39.992393,-105.247711,48025.72,5815.27,47672.35
2022-03-14 07:34:34,39.992393,-105.247711,47855.48,6070.90,47468.85
2022-03-14 07:34:44,39.992393,-105.247711,47943.99,5995.90,47567.59
2022-03-14 07:34:54,39.992393,-105.247711,47505.14,6122.17,47109.00
2022-03-14 07:35:04,39.992393,-105.247711,47867.14,6132.54,47472.68
2022-03-14 07:35:14,39.992393,-105.247711,47708.94,6170.17,47308.27
2022-03-14 07:35:24,39.992393,-105.247711,47532.67,6200.03,47126.57
2022-03-14 07:35:34,39.992393,-105.247711,47927.22,6459.75,47489.89
2022-03-14 07:35:44,39.992393,-105.247711,47633.69,6099.87,47241.50
2022-03-14 07:35:54,39.992393,-105.247711,47773.34,6257.84,47361.70
2022-03-14 07:36:04,39.992393,-105.247711,47752.50,6043.71,47368.50
2022-03-14 07:36:14,39.992393,-105.247711,48006.78,6211.79,47603.20
2022-03-14 07:36:24,39.992393,-105.247711,47751.77,5896.40,47386.32
2022-03-14 07:36:34,39.992393,-105.247711,47808.07,6144.12,47411.62
2022-03-14 07:36:44,39.992393,-105.247711,47815.90,5963.55,47442.56
2022-03-14 07:36:54,39.992393,-105.247711,47536.50,5947.73,47162.94
2022-03-14 07:37:04,39.992393,-105.247711,47517.17,6178.76,47113.74
2022-03-14 07:37:14,39.992393,-105.247711,47825.30,6121.53,47431.91
2022-03-14 07:37:24,39.992393,-105.247711,47793.23,5937.82,47422.94
2022-03-14 07:37:34,39.992393,-105.247711,47764.59,5873.54,47402.08
2022-03-14 07:37:44,39.992393,-105.247711,47276.50,5927.75,46903.40
2022-03-14 07:37:54,39.992393,-105.247711,48041.03,6106.30,47651.38
2022-03-14 07:38:04,39.992393,-105.247711,47793.25,6069.79,47406.25
2022-03-14 07:38:14,39.992393,-105.247711,47629.93,6062.58,47242.51
2022-03-14 07:38:24,39.992393,-105.247711,47531.13,6136.03,47133.40
2022-03-14 07:38:34,39.992393,-105.247711,47783.21,6242.31,47373.71
2022-03-14 07:38:44,39.992393,-105.247711,47688.25,6255.32,47276.21
2022-03-14 07:38:54,39.992393,-105.247711,47558.05,6207.85,47151.14
2022-03-14 07:39:04,39.992393,-105.247711,47996.12,6107.04,47606.01
2022-03-14 07:39:14,39.992393,-105.247711,47980.44,6252.96,47571.24
2022-03-14 07:39:24,39.992393,-105.247711,47656.48,5936.76,47285.25
2022-03-14 07:39:34,39.992393,-105.247711,47652.96,6048.32,47267.56
2022-03-14 07:39:44,39.992393,-105.247711,47845.22,5920.19,47477.54
2022-03-14 07:39:54,39.992393,-105.247711,47259.00,5847.73,46895.81
2022-03-14 07:40:04,39.992393,-105.247711,47693.36,6030.27,47310.60
2022-03-14 07:40:14,39.992393,-105.247711,47881.53,6087.88,47492.93
2022-03-14 07:40:24,39.992393,-105.247711,47859.45,6178.12,47459.01
2022-03-14 07:40:34,39.992393,-105.247711,47696.05,6019.06,47314.74
2022-03-14 07:40:44,39.992393,-105.247711,47830.57,5924.69,47462.21
2022-03-14 07:40:54,39.992393,-105.247711,47623.67,6103.50,47230.93
2022-03-14 07:41:04,39.992393,-105.247711,48191.85,6216.92,47789.16
2022-03-14 07:41:14,39.992393,-105.247711,47756.51,5923.22,47387.76
2022-03-14 07:41:24,39.992393,-105.247711,47397.94,6066.33,47008.12
2022-03-14 07:41:34,39.992393,-105.247711,47649.31,5940.63,47277.54
2022-03-14 07:41:44,39.992393,-105.247711,47583.76,5801.38,47228.79
2022-03-14 07:41:54,39.992393,-105.247711,48065.79,6143.08,47671.61
2022-03-14 07:42:04,39.992393,-105.247711,47655.81,6045.74,47270.77
2022-03-14 07:42:14,39.992393,-105.247711,47708.62,6122.62,47314.12
2022-03-14 07:42:24,39.992393,-105.247711,47622.96,6109.00,47229.51
2022-03-14 07:42:34,39.992393,-105.247711,47810.33,5989.80,47433.64
2022-03-14 07:42:44,39.992393,-105.247711,47842.16,6026.86,47461.03
2022-03-14 07:42:54,39.992393,-105.247711,47876.38,6019.48,47496.46
2022-03-14 07:43:04,39.992393,-105.247711,47497.40,6054.43,47109.95
2022-03-14 07:43:14,39.992393,-105.247711,47711.91,6018.25,47330.82
2022-03-14 07:43:24,39.992393,-105.247711,47906.84,6022.74,47526.75
2022-03-14 07:43:34,39.992393,-105.247711,47559.55,5976.26,47182.58
2022-03-14 07:43:44,39.992393,-105.247711,47789.92,6071.70,47402.65
2022-03-14 07:43:54,39.992393,-105.247711,47702.43,5924.23,47333.14
2022-03-14 07:44:04,39.992393,-105.247711,47682.16,6218.69,47274.90
2022-03-14 07:44:14,39.992393,-105.247711,47776.25,6051.46,47391.45
2022-03-14 07:44:24,39.992393,-105.247711,47222.75,5958.10,46845.38
2022-03-14 07:44:34,39.992393,-105.247711,47425.78,6006.68,47043.86
2022-03-14 07:44:44,39.992393,-105.247711,47967.28,5885.21,47604.87
2022-03-14 07:44:54,39.992393,-105.247711,47462.95,5901.53,47094.62
2022-03-14 07:45:04,39.992393,-105.247711,47241.16,6004.06,46858.07
2022-03-14 07:45:14,39.992393,-105.247711,47367.38,6077.73,46975.85
2022-03-14 07:45:24,39.992393,-105.247711,47135.84,5821.97,46774.90
2022-03-14 07:45:34,39.992393,-105.247711,47512.98,6020.96,47129.94
2022-03-14 07:45:44,39.992393,-105.247711,47659.86,6272.01,47245.36
2022-03-14 07:45:54,39.992393,-105.247711,47598.29,6246.16,47186.68
2022-03-14 07:46:04,39.992393,-105.247711,47469.60,5933.82,47097.27
2022-03-14 07:46:14,39.992393,-105.247711,47103.11,6055.81,46712.21
2022-03-14 07:46:24,39.992393,-105.247711,47433.87,6054.69,47045.86
2022-03-14 07:46:34,39.992393,-105.247711,48107.79,6359.73,47685.56
2022-03-14 07:46:44,39.992393,-105.247711,48018.28,6054.75,47635.02
2022-03-14 07:46:54,39.992393,-105.247711,47581.40,6248.97,47169.27
2022-03-14 07:47:04,39.992393,-105.247711,47598.45,6090.94,47207.13
2022-03-14 07:47:14,39.992393,-105.247711,47773.39,6035.92,47390.55
2022-03-14 07:47:24,39.992393,-105.247711,47581.14,5989.60,47202.64
2022-03-14 07:47:34,39.992393,-105.247711,47380.62,6169.94,46977.18
2022-03-14 07:47:44,39.992393,-105.247711,47730.48,6193.97,47326.88
2022-03-14 07:47:54,39.992393,-105.247711,47825.38,6033.99,47443.20
2022-03-14 07:48:04,39.992393,-105.247711,47545.59,6101.95,47152.41
2022-03-14 07:48:14,39.992393,-105.247711,47537.74,5935.88,47165.68
2022-03-14 07:48:24,39.992393,-105.247711,47883.27,6071.20,47496.82
2022-03-14 07:48:34,39.992393,-105.247711,47680.64,6155.74,47281.60
2022-03-14 07:48:44,39.992393,-105.247711,47563.75,6063.71,47175.65
2022-03-14 07:48:54,39.992393,-105.247711,47660.48,6281.70,47244.70
2022-03-14 07:49:04,39.992393,-105.247711,47803.88,6074.43,47416.37
2022-03-14 07:49:14,39.992393,-105.247711,47723.25,6165.28,47323.33
2022-03-14 07:49:24,39.992393,-105.247711,47892.24,5833.09,47535.69
2022-03-14 07:49:34,39.992393,-105.247711,48137.11,6216.50,47734.02
2022-03-14 07:49:44,39.992393,-105.247711,47783.20,5959.26,47410.14
2022-03-14 07:49:54,39.992393,-105.247711,47875.84,5960.01,47503.41
2022-03-14 07:50:04,39.992393,-105.247711,47493.73,6115.38,47098.36
2022-03-14 07:50:14,39.992393,-105.247711,47481.05,6038.36,47095.53
2022-03-14 07:50:24,39.992393,-105.247711,47795.48,6086.53,47406.35
2022-03-14 07:50:34,39.992393,-105.247711,47886.75,6019.84,47506.87
2022-03-14 07:50:44,39.992393,-105.247711,48194.45,6204.73,47793.36
2022-03-14 07:50:54,39.992393,-105.247711,48135.48,6037.26,47755.38
2022-03-14 07:51:04,39.992393,-105.247711,47397.96,6198.22,46990.95
2022-03-14 07:51:14,39.992393,-105.247711,47949.87,6075.00,47563.47
2022-03-14 07:51:24,39.992393,-105.247711,47725.62,5988.58,47348.41
2022-03-14 07:51:34,39.992393,-105.247711,47745.02,6061.83,47358.64
2022-03-14 07:51:44,39.992393,-105.247711,47871.84,6231.14,47464.58
2022-03-14 07:51:54,39.992393,-105.247711,47943.50,6005.89,47565.84
2022-03-14 07:52:04,39.992393,-105.247711,47586.46,6264.39,47172.32
2022-03-14 07:52:14,39.992393,-105.247711,47593.59,6081.05,47203.50
2022-03-14 07:52:24,39.992393,-105.247711,47786.89,6125.69,47392.64
2022-03-14 07:52:34,39.992393,-105.247711,47763.70,6068.01,47376.68
2022-03-14 07:52:44,39.992393,-105.247711,48132.20,6009.75,47755.54
2022-03-14 07:52:54,39.992393,-105.247711,47794.20,6071.90,47406.93
2022-03-14 07:53:04,39.992393,-105.247711,47443.78,5978.00,47065.66
2022-03-14 07:53:14,39.992393,-105.247711,47490.36,5928.21,47118.90
2022-03-14 07:53:24,39.992393,-105.247711,47037.35,6247.50,46620.61
2022-03-14 07:53:34,39.992405,-105.247719,50259.94,24686.65,43779.34
2022-03-14 07:53:44,39.992390,-105.247688,51130.38,25841.63,44119.45
2022-03-14 07:53:54,39.992390,-105.247696,51464.05,19380.29,47675.50
2022-03-14 07:54:04,39.992382,-105.247696,51063.26,18908.80,47433.25
2022-03-14 07:54:14,39.992378,-105.247704,51249.91,18907.34,47634.72
2022-03-14 07:54:24,39.992382,-105.247704,50310.91,18394.34,46827.72
2022-03-14 07:54:34,39.992378,-105.247704,50503.99,18740.92,46898.09
2022-03-14 07:54:44,39.992374,-105.247696,50855.72,18816.72,47246.54
2022-03-14 07:54:54,39.992382,-105.247696,51208.80,19367.09,47405.24
2022-03-14 07:55:04,39.992393,-105.247704,51470.83,19519.52,47625.98
2022-03-14 07:55:14,39.992401,-105.247704,50887.08,19389.32,47048.37
2022-03-14 07:55:24,39.992401,-105.247704,50629.35,19454.55,46742.40
2022-03-14 07:55:34,39.992401,-105.247704,50700.05,18982.51,47012.34
2022-03-14 07:55:44,39.992409,-105.247704,50645.14,19099.09,46905.81
2022-03-14 07:55:54,39.992409,-105.247704,50861.51,19302.88,47056.26
2022-03-14 07:56:04,39.992424,-105.247704,50591.23,19493.35,46684.92
2022-03-14 07:56:14,39.992420,-105.247704,51122.70,19551.43,47236.34
2022-03-14 07:56:24,39.992420,-105.247726,51157.28,18581.33,47663.42
2022-03-14 07:56:34,39.992428,-105.247726,50966.64,19562.92,47062.63
2022-03-14 07:56:44,39.992424,-105.247726,50959.67,19565.63,47053.95
2022-03-14 07:56:54,39.992424,-105.247726,50873.75,19561.83,46962.47
2022-03-14 07:57:04,39.992393,-105.247719,50951.04,19549.95,47051.11
2022-03-14 07:57:14,39.992390,-105.247719,50030.92,19785.59,45952.41
2022-03-14 07:57:24,39.992390,-105.247719,50695.75,19901.00,46626.28
2022-03-14 07:57:34,39.992393,-105.247719,50085.03,19457.46,46151.03
2022-03-14 07:57:44,39.992390,-105.247711,51442.79,13804.41,49556.02
2022-03-14 07:57:54,39.992390,-105.247711,51912.67,13895.75,50018.33
2022-03-14 07:58:04,39.992390,-105.247711,51718.45,13524.56,49918.78
2022-03-14 07:58:14,39.992390,-105.247711,51542.07,13761.01,49671.12
2022-03-14 07:58:24,39.992390,-105.247711,51150.82,13460.99,49347.83
2022-03-14 07:58:34,39.992390,-105.247711,51626.23,13597.59,49803.35
2022-03-14 07:58:44,39.992390,-105.247711,51476.89,13395.92,49703.32
2022-03-14 07:58:54,39.992390,-105.247711,51175.02,13353.97,49401.96
2022-03-14 07:59:04,39.992390,-105.247711,51115.60,13391.82,49330.15
2022-03-14 07:59:14,39.992390,-105.247711,51587.72,13371.20,49824.74
2022-03-14 07:59:24,39.992390,-105.247711,51439.32,13377.10,49669.48
2022-03-14 07:59:34,39.992390,-105.247711,51613.35,13518.04,49811.65
2022-03-14 07:59:44,39.992390,-105.247711,51981.89,13664.28,50153.80
2022-03-14 07:59:54,39.992390,-105.247711,51448.11,13237.26,49716.02
2022-03-14 08:00:04,39.992390,-105.247711,51650.38,13320.75,49903.10
2022-03-14 08:00:14,39.992390,-105.247711,51162.75,13510.18,49346.76
2022-03-14 08:00:24,39.992390,-105.247711,51182.02,13334.18,49414.56
2022-03-14 08:00:34,39.992390,-105.247711,52156.38,13524.39,50372.40
2022-03-14 08:00:44,39.992390,-105.247711,51469.96,13585.14,49644.74
2022-03-14 08:00:54,39.992390,-105.247711,51459.26,13591.73,49631.85
2022-03-14 08:01:04,39.992390,-105.247711,51464.51,13496.10,49663.38
2022-03-14 08:01:14,39.992390,-105.247711,51209.12,13349.12,49438.59
2022-03-14 08:01:24,39.992390,-105.247711,51416.46,13511.58,49609.38
2022-03-14 08:01:34,39.992390,-105.247711,51401.65,13318.95,49646.10
2022-03-14 08:01:44,39.992390,-105.247711,51074.91,13344.05,49300.94
2022-03-14 08:01:54,39.992390,-105.247711,51308.12,13271.83,49561.90
2022-03-14 08:02:04,39.992390,-105.247711,51293.20,13403.86,49510.89
2022-03-14 08:02:14,39.992390,-105.247711,51423.36,13425.00,49640.02
2022-03-14 08:02:24,39.992390,-105.247711,51325.57,12904.62,49676.80
2022-03-14 08:02:34,39.992390,-105.247711,51346.75,13071.51,49655.05
2022-03-14 08:02:44,39.992390,-105.247711,51627.41,13461.61,49841.50
2022-03-14 08:02:54,39.992390,-105.247711,51807.17,13177.08,50103.37
2022-03-14 08:03:04,39.992390,-105.247711,51482.04,13467.61,49689.27
2022-03-14 08:03:14,39.992390,-105.247711,51482.77,13193.98,49763.39
2022-03-14 08:03:24,39.992390,-105.247711,51145.63,13203.27,49412.04
2022-03-14 08:03:34,39.992390,-105.247711,51406.52,13300.00,49656.21
2022-03-14 08:03:44,39.992390,-105.247711,51135.41,12988.57,49458.34
2022-03-14 08:03:54,39.992390,-105.247711,51509.38,12924.15,49861.63
2022-03-14 08:04:04,39.992390,-105.247711,51387.27,13194.00,49664.58
2022-03-14 08:04:14,39.992390,-105.247711,51070.23,13057.46,49372.78
2022-03-14 08:04:24,39.992390,-105.247711,51328.28,13009.43,49652.26
2022-03-14 08:04:34,39.992390,-105.247711,51390.69,13255.79,49651.66
2022-03-14 08:04:44,39.992390,-105.247711,51316.70,13125.25,49609.79
2022-03-14 08:04:54,39.992390,-105.247711,51431.57,13081.29,49740.19
2022-03-14 08:05:04,39.992390,-105.247711,51340.85,13190.95,49617.36
2022-03-14 08:05:14,39.992390,-105.247711,51407.77,13148.09,49697.95
2022-03-14 08:05:24,39.992390,-105.247711,51264.09,13278.75,49514.46
2022-03-14 08:05:34,39.992390,-105.247711,51092.60,13042.25,49399.94
2022-03-14 08:05:44,39.992390,-105.247711,51190.97,12865.33,49547.95
2022-03-14 08:05:54,39.992390,-105.247711,50932.85,12921.65,49266.48
2022-03-14 08:06:04,39.992390,-105.247711,50833.66,13096.21,49117.72
2022-03-14 08:06:14,39.992390,-105.247711,51143.91,13078.09,49443.54
2022-03-14 08:06:24,39.992390,-105.247711,50938.88,12956.78,49263.49
2022-03-14 08:06:34,39.992390,-105.247711,50686.61,12861.68,49027.64
2022-03-14 08:06:44,39.992390,-105.247711,51103.03,12587.22,49528.59
2022-03-14 08:06:54,39.992390,-105.247711,51067.43,12853.34,49423.41
2022-03-14 08:07:04,39.992390,-105.247711,51116.07,13105.88,49407.37
2022-03-14 08:07:14,39.992390,-105.247711,51488.45,13016.54,49815.97
2022-03-14 08:07:24,39.992390,-105.247711,51214.83,12954.42,49549.39
2022-03-14 08:07:34,39.992390,-105.247711,51419.61,13120.98,49717.37
2022-03-14 08:07:44,39.992390,-105.247711,50719.33,12993.29,49026.77
2022-03-14 08:07:54,39.992390,-105.247711,50736.86,12705.89,49120.15
2022-03-14 08:08:04,39.992390,-105.247711,51252.61,12963.43,49586.08
2022-03-14 08:08:14,39.992390,-105.247711,51245.82,13203.81,49515.59
2022-03-14 08:08:24,39.992390,-105.247711,51458.50,13050.18,49776.20
2022-03-14 08:08:34,39.992390,-105.247711,51503.09,12962.39,49845.21
2022-03-14 08:08:44,39.992390,-105.247711,51589.37,13064.09,49907.84
2022-03-14 08:08:54,39.992390,-105.247711,51535.30,12850.10,49907.54
2022-03-14 08:09:04,39.992390,-105.247711,51259.86,12938.55,49600.08
2022-03-14 08:09:14,39.992390,-105.247711,51761.42,12855.99,50139.48
2022-03-14 08:09:24,39.992390,-105.247711,51322.79,12816.54,49696.73
2022-03-14 08:09:34,39.992390,-105.247711,51372.04,13004.82,49698.70
2022-03-14 08:09:44,39.992390,-105.247711,51636.53,12859.01,50009.77
2022-03-14 08:09:54,39.992390,-105.247711,51382.94,12980.39,49716.36
2022-03-14 08:10:04,39.992390,-105.247711,51580.73,12849.28,49954.66
2022-03-14 08:10:14,39.992390,-105.247711,51888.60,12920.32,50254.28
2022-03-14 08:10:24,39.992390,-105.247711,51405.08,12819.26,49781.01
2022-03-14 08:10:34,39.992390,-105.247711,51422.61,12744.58,49818.27
2022-03-14 08:10:44,39.992390,-105.247711,51005.17,12567.60,49432.61
2022-03-14 08:10:54,39.992390,-105.247711,51810.99,13126.79,50120.51
2022-03-14 08:11:04,39.992390,-105.247711,51112.78,13094.35,49407.03
2022-03-14 08:11:14,39.992390,-105.247711,51364.54,12790.67,49746.50
2022-03-14 08:11:24,39.992390,-105.247711,51096.58,12899.69,49441.46
2022-03-14 08:11:34,39.992390,-105.247711,51072.70,12779.05,49448.12
2022-03-14 08:11:44,39.992390,-105.247711,51546.06,12923.16,49899.78
2022-03-14 08:11:54,39.992390,-105.247711,51286.20,12944.56,49625.73
2022-03-14 08:12:04,39.992390,-105.247711,51192.68,12717.26,49587.91
2022-03-14 08:12:14,39.992390,-105.247711,51395.89,12919.01,49745.72
2022-03-14 08:12:24,39.992390,-105.247711,51287.71,12887.42,49642.16
2022-03-14 08:12:34,39.992390,-105.247711,51419.80,12752.28,49813.40
2022-03-14 08:12:44,39.992390,-105.247711,51314.29,13291.71,49562.96
2022-03-14 08:12:54,39.992390,-105.247711,51157.28,13107.87,49449.48
2022-03-14 08:13:04,39.992390,-105.247711,51612.26,13048.13,49935.67
2022-03-14 08:13:14,39.992390,-105.247711,51572.51,13065.48,49890.05
2022-03-14 08:13:24,39.992390,-105.247711,51158.82,12705.37,49556.02
2022-03-14 08:13:34,39.992390,-105.247711,51100.14,12874.80,49451.64
2022-03-14 08:13:44,39.992390,-105.247711,51489.70,12937.54,49837.83
2022-03-14 08:13:54,39.992390,-105.247711,51345.01,12754.47,49735.64
2022-03-14 08:14:04,39.992390,-105.247711,51583.92,12635.24,50012.51
2022-03-14 08:14:14,39.992390,-105.247711,51330.39,12570.82,49767.29
2022-03-14 08:14:24,39.992390,-105.247711,51156.75,12930.51,49495.61
2022-03-14 08:14:34,39.992390,-105.247711,51434.58,12702.28,49841.43
2022-03-14 08:14:44,39.992390,-105.247711,51231.06,12821.23,49600.79
2022-03-14 08:14:54,39.992390,-105.247711,51418.94,12668.43,49833.90
2022-03-14 08:15:04,39.992390,-105.247711,51447.66,12768.11,49838.11
2022-03-14 08:15:14,39.992390,-105.247711,51371.05,12816.17,49746.67
2022-03-14 08:15:24,39.992390,-105.247711,51556.80,12894.91,49918.18
2022-03-14 08:15:34,39.992390,-105.247711,51444.07,12790.60,49828.63
2022-03-14 08:15:44,39.992390,-105.247711,51514.98,12723.60,49918.96
2022-03-14 08:15:54,39.992390,-105.247711,51278.98,12846.68,49643.70
2022-03-14 08:16:04,39.992390,-105.247711,51126.98,12610.15,49547.47
2022-03-14 08:16:14,39.992390,-105.247711,51448.92,12821.94,49825.59
2022-03-14 08:16:24,39.992390,-105.247711,51682.43,12589.65,50125.58
2022-03-14 08:16:34,39.992390,-105.247711,51349.51,12500.54,49804.70
2022-03-14 08:16:44,39.992390,-105.247711,51203.80,12544.82,49643.30
2022-03-14 08:16:54,39.992390,-105.247711,51441.14,12770.20,49830.84
2022-03-14 08:17:04,39.992390,-105.247711,51289.98,12827.32,49660.06
2022-03-14 08:17:14,39.992390,-105.247711,51309.95,12850.94,49674.58
2022-03-14 08:17:24,39.992390,-105.247711,51411.84,12564.65,49852.85
2022-03-14 08:17:34,39.992390,-105.247711,51564.00,12783.35,49954.30
2022-03-14 08:17:44,39.992390,-105.247711,51307.25,12674.65,49717.07
2022-03-14 08:17:54,39.992390,-105.247711,51352.97,12856.58,49717.56
2022-03-14 08:18:04,39.992390,-105.247711,51310.18,12609.04,49736.77
2022-03-14 08:18:14,39.992390,-105.247711,51006.60,12684.60,49404.20
2022-03-14 08:18:24,39.992390,-105.247711,50920.03,12489.58,49364.56
2022-03-14 08:18:34,39.992390,-105.247711,51395.53,12817.05,49771.71
2022-03-14 08:18:44,39.992390,-105.247711,51275.44,12559.23,49713.54
2022-03-14 08:18:54,39.992390,-105.247711,51134.32,12571.86,49564.77
2022-03-14 08:19:04,39.992390,-105.247711,51062.82,12724.90,49451.88
2022-03-14 08:19:14,39.992390,-105.247711,51760.03,12866.93,50135.25
2022-03-14 08:19:24,39.992390,-105.247711,51714.81,13003.98,50053.16
2022-03-14 08:19:34,39.992390,-105.247711,51311.35,12824.58,49682.84
2022-03-14 08:19:44,39.992390,-105.247711,52039.61,12931.16,50407.40
2022-03-14 08:19:54,39.992390,-105.247711,51729.68,12907.85,50093.39
2022-03-14 08:20:04,39.992390,-105.247711,51598.13,12857.93,49970.39
2022-03-14 08:20:14,39.992390,-105.247711,51466.69,12903.62,49822.85
2022-03-14 08:20:24,39.992390,-105.247711,51471.17,12932.98,49819.87
2022-03-14 08:20:34,39.992390,-105.247711,51644.36,12871.46,50014.65
2022-03-14 08:20:44,39.992390,-105.247711,51196.08,12754.82,49581.78
2022-03-14 08:20:54,39.992390,-105.247711,51463.01,12757.62,49856.64
2022-03-14 08:21:04,39.992390,-105.247711,51155.62,12655.75,49565.41
2022-03-14 08:21:14,39.992390,-105.247711,51014.73,12713.48,49405.17
2022-03-14 08:21:24,39.992390,-105.247711,50974.54,12583.20,49397.04
2022-03-14 08:21:34,39.992390,-105.247711,51623.52,12832.96,50003.02
2022-03-14 08:21:44,39.992390,-105.247711,51368.58,12725.80,49767.31
2022-03-14 08:21:54,39.992390,-105.247711,51068.68,12881.28,49417.43
2022-03-14 08:22:04,39.992390,-105.247711,51376.75,12762.56,49766.34
2022-03-14 08:22:14,39.992390,-105.247711,51248.82,12762.89,49634.16
2022-03-14 08:22:24,39.992390,-105.247711,51511.23,12981.88,49848.55
2022-03-14 08:22:34,39.992390,-105.247711,51567.23,13148.39,49862.81
2022-03-14 08:22:44,39.992390,-105.247711,51553.62,12886.62,49917.04
2022-03-14 08:22:54,39.992390,-105.247711,51718.21,12577.20,50165.60
2022-03-14 08:23:04,39.992390,-105.247711,51081.69,12689.71,49480.40
2022-03-14 08:23:14,39.992390,-105.247711,51003.83,12777.35,49377.42
2022-03-14 08:23:24,39.992390,-105.247711,51024.95,12775.84,49399.63
2022-03-14 08:23:34,39.992390,-105.247711,51398.18,12810.96,49776.02
2022-03-14 08:23:44,39.992390,-105.247711,51567.34,12811.06,49950.65
2022-03-14 08:23:54,39.992390,-105.247711,51523.70,13114.50,49826.71
2022-03-14 08:24:04,39.992390,-105.247711,51173.88,13000.12,49495.07
2022-03-14 08:24:14,39.992390,-105.247711,51370.97,12814.35,49747.05
2022-03-14 08:24:24,39.992390,-105.247711,51117.11,13048.00,49423.77
2022-03-14 08:24:34,39.992390,-105.247711,50998.13,12845.89,49353.75
