Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2022-03-09 22:14:30,70.230782,-148.382080,-5989.56,-29590.39,-45085.03,999.00
2022-03-09 22:15:40,70.230782,-148.382080,-6096.66,-29670.01,-45213.28,999.00
2022-03-09 22:16:50,70.230782,-148.382080,-6147.61,-29681.80,-45187.43,999.00
2022-03-09 22:18:00,70.230782,-148.382080,-6251.94,-29637.55,-45480.45,999.00
2022-03-09 22:19:10,70.230782,-148.382080,-6089.90,-29523.41,-45457.45,999.00
2022-03-09 22:20:20,70.230782,-148.382080,-6173.39,-29609.14,-45316.96,999.00
2022-03-09 22:21:30,70.230782,-148.382080,-6170.15,-29556.56,-45348.63,999.00
2022-03-09 22:22:40,70.230782,-148.382080,-6083.82,-29524.51,-45474.58,999.00
2022-03-09 22:23:50,70.230782,-148.382080,-6164.79,-29575.27,-45241.03,999.00
2022-03-09 22:25:00,70.230782,-148.382080,-6041.32,-29598.14,-45232.89,999.00
2022-03-09 22:26:10,70.230782,-148.382080,-6026.69,-29621.58,-45089.75,999.00
2022-03-09 22:27:20,70.230782,-148.382080,-5935.31,-29574.96,-45490.07,999.00
2022-03-09 22:28:30,70.230782,-148.382080,-5888.12,-29531.88,-45362.52,999.00
2022-03-09 22:29:40,70.230782,-148.382080,-5993.50,-29671.59,-45211.62,999.00
2022-03-09 22:30:50,70.230782,-148.382080,-5973.77,-29650.05,-45294.32,999.00
2022-03-09 22:32:00,70.230782,-148.382080,-6058.02,-29556.42,-45438.75,999.00
2022-03-09 22:33:10,70.230782,-148.382080,-5866.92,-29631.53,-45345.62,999.00
2022-03-09 22:34:20,70.230782,-148.382080,-6080.33,-29641.81,-45384.42,999.00
2022-03-09 22:35:30,70.230782,-148.382080,-6015.09,-29660.24,-45547.63,999.00
2022-03-09 22:36:40,70.230782,-148.382080,-5957.16,-29581.34,-45374.06,999.00
2022-03-09 22:37:50,70.230782,-148.382080,-6014.62,-29606.70,-45358.04,999.00
2022-03-09 22:39:00,70.230782,-148.382080,-5915.21,-29558.41,-45350.16,999.00
2022-03-09 22:40:10,70.230782,-148.382080,-5950.23,-29633.08,-45392.02,999.00
2022-03-09 22:41:20,70.230782,-148.382080,-5994.07,-29602.17,-45618.67,999.00
2022-03-09 22:42:30,70.230782,-148.382080,-5987.68,-29459.20,-45649.77,999.00
2022-03-09 22:43:40,70.230782,-148.382080,-6011.16,-29507.66,-45622.97,999.00
2022-03-09 22:44:50,70.230782,-148.382080,-6174.87,-29555.72,-45778.11,999.00
2022-03-09 22:46:00,70.230782,-148.382080,-6229.29,-29544.53,-45488.45,999.00
2022-03-09 22:47:10,70.230782,-148.382080,-6290.58,-29508.67,-45492.01,999.00
2022-03-09 22:48:20,70.230782,-148.382080,-6150.74,-29609.11,-45647.56,999.00
2022-03-09 22:49:30,70.230782,-148.382080,-5987.90,-29605.04,-45758.39,999.00
2022-03-09 22:50:40,70.230782,-148.382080,-5889.68,-29601.89,-45688.13,999.00
2022-03-09 22:51:50,70.230782,-148.382080,-5981.58,-29362.88,-45859.58,999.00
2022-03-09 22:53:00,70.230782,-148.382080,-5827.69,-29530.77,-45767.39,999.00
2022-03-09 22:54:10,70.230782,-148.382080,-5866.27,-29486.25,-46066.72,999.00
2022-03-09 22:55:20,70.230782,-148.382080,-5960.64,-29514.95,-45826.48,999.00
2022-03-09 22:56:30,70.230782,-148.382080,-6042.65,-29499.50,-45827.69,999.00
2022-03-09 22:57:40,70.230782,-148.382080,-6066.81,-29552.87,-45845.11,999.00
2022-03-09 22:58:50,70.230782,-148.382080,-6045.61,-29542.26,-45860.71,999.00
2022-03-09 23:00:00,70.230782,-148.382080,-5972.51,-29512.50,-45680.78,999.00
2022-03-09 23:01:10,70.230782,-148.382080,-6117.99,-29660.47,-45758.31,999.00
2022-03-09 23:02:20,70.230782,-148.382080,-5975.21,-29667.13,-45981.02,999.00
2022-03-09 23:03:30,70.230782,-148.382080,-6026.58,-29500.88,-45754.76,999.00
2022-03-09 23:04:40,70.230782,-148.382080,-6190.52,-29520.95,-45851.08,999.00
2022-03-09 23:05:50,70.230782,-148.382080,-6126.50,-29602.78,-45864.30,999.00
2022-03-09 23:07:00,70.230782,-148.382080,-6275.79,-29538.05,-45727.08,999.00
2022-03-09 23:08:10,70.230782,-148.382080,-6153.74,-29510.73,-45824.77,999.00
2022-03-09 23:09:20,70.230782,-148.382080,-6256.12,-29598.75,-46134.93,999.00
2022-03-09 23:10:30,70.230782,-148.382080,-6280.22,-29531.02,-45987.25,999.00
2022-03-09 23:11:40,70.230782,-148.382080,-5991.24,-29386.88,-45866.03,999.00
2022-03-09 23:12:50,70.230782,-148.382080,-6047.35,-29496.97,-46004.76,999.00
2022-03-09 23:14:00,70.230782,-148.382080,-5991.09,-29604.66,-45824.08,999.00
2022-03-09 23:15:10,70.230782,-148.382080,-6115.88,-29546.26,-45728.56,999.00
